,P0,P1
112,3.587890625,-3.224609375
113,-3.822265625,4.54296875
114,4.7421875,-4.2265625
115,4.73828125,-4.1640625
116,-3.787109375,4.48828125
117,4.3515625,-3.74609375
118,3.685546875,-3.212890625
119,4.6796875,-4.1796875
120,4.546875,-4.015625
121,4.76953125,-4.2265625
122,4.5390625,-3.9765625
123,4.4453125,-3.9296875
124,4.62109375,-4.12890625
125,4.734375,-4.21875
126,3.658203125,-3.232421875
127,4.76171875,-4.21875
128,-4.14453125,4.93359375
129,4.62109375,-4.1171875
130,-3.302734375,3.85546875
131,4.71484375,-4.1328125
132,4.77734375,-4.21484375
133,4.18359375,-3.732421875
134,4.6796875,-4.1796875
135,4.52734375,-4.0
136,-4.1484375,4.92578125
137,-1.69921875,2.21875
138,4.69921875,-4.171875
139,4.51171875,-3.994140625
140,4.73046875,-4.1875
141,-4.05859375,4.8203125
142,4.63671875,-4.0703125
143,4.76953125,-4.2421875
144,-1.55078125,1.9677734375
145,4.66796875,-4.06640625
146,4.75,-4.21875
147,4.71875,-4.15234375
148,4.73046875,-4.2109375
149,3.919921875,-3.408203125
150,4.5234375,-3.94921875
151,4.7265625,-4.21875
152,4.75,-4.23828125
153,4.765625,-4.22265625
154,4.75,-4.21875
155,4.703125,-4.1484375
156,4.72265625,-4.19140625
157,-4.0546875,4.8125
158,-4.08203125,4.84375
159,-3.845703125,4.53125
160,3.576171875,-3.24609375
161,-4.1328125,4.9296875
162,4.71875,-4.18359375
163,-3.736328125,4.4453125
164,4.51171875,-3.94921875
165,4.68359375,-4.09765625
166,4.70703125,-4.1796875
167,4.734375,-4.2265625
168,4.56640625,-4.0078125
169,4.7578125,-4.24609375
170,3.685546875,-3.212890625
171,4.73046875,-4.21875
172,4.7265625,-4.25
173,-3.783203125,4.4765625
174,-4.13671875,4.9375
175,-4.09375,4.8671875
176,4.66015625,-4.09375
177,4.7578125,-4.25390625
178,4.6484375,-4.13671875
179,4.703125,-4.13671875
180,-2.982421875,3.47265625
181,4.62890625,-4.109375
182,-4.12109375,4.91796875
183,4.640625,-4.10546875
184,4.73046875,-4.1640625
185,4.32421875,-3.869140625
186,3.720703125,-3.3203125
187,4.74609375,-4.22265625
188,-3.1796875,3.697265625
189,4.73046875,-4.1953125
190,4.76953125,-4.23046875
191,4.59765625,-4.0234375
192,4.734375,-4.24609375
193,4.71484375,-4.19140625
194,4.76171875,-4.2109375
195,4.51953125,-3.966796875
196,4.76953125,-4.24609375
197,4.734375,-4.19140625
198,4.08203125,-3.556640625
199,4.6796875,-4.14453125
200,-4.13671875,4.94921875
201,4.5546875,-3.978515625
202,4.75,-4.234375
203,-4.1328125,4.94921875
204,4.69921875,-4.125
205,-4.140625,4.9375
206,4.16796875,-3.662109375
207,-4.10546875,4.88671875
208,4.75390625,-4.1796875
209,-4.12890625,4.9453125
210,4.765625,-4.234375
211,4.44921875,-3.91796875
212,-4.1328125,4.94140625
213,4.734375,-4.2109375
214,4.7421875,-4.20703125
215,4.55859375,-4.0625
216,-4.14453125,4.92578125
217,4.6953125,-4.18359375
218,-3.078125,3.54296875
219,4.76953125,-4.23828125
220,-4.15234375,4.93359375
221,4.72265625,-4.20703125
222,4.49609375,-3.962890625
223,-2.958984375,3.43359375
224,-2.447265625,2.8125
225,4.75,-4.21875
226,4.75,-4.2421875
227,4.75,-4.23828125
228,4.60546875,-4.06640625
229,4.76171875,-4.2421875
230,4.3046875,-3.775390625
231,3.919921875,-3.408203125
232,4.6953125,-4.109375
233,4.69140625,-4.1328125
234,4.6015625,-4.01171875
235,2.150390625,-1.603515625
236,4.72265625,-4.20703125
237,-2.478515625,2.88671875
238,-4.1328125,4.8984375
239,4.71875,-4.140625
240,4.70703125,-4.22265625
241,4.1875,-3.689453125
242,4.76953125,-4.23046875
243,-4.109375,4.88671875
244,4.76171875,-4.2421875
245,4.171875,-3.669921875
246,3.685546875,-3.212890625
247,-4.0859375,4.86328125
248,-3.5,4.10546875
249,4.77734375,-4.25
250,4.765625,-4.2421875
251,-3.998046875,4.7734375
252,-4.125,4.91015625
253,4.63671875,-4.07421875
254,4.45703125,-3.896484375
255,4.7578125,-4.19921875
256,4.70703125,-4.20703125
257,4.64453125,-4.1484375
258,4.74609375,-4.2109375
259,4.7734375,-4.21484375
260,4.63671875,-4.10546875
261,4.35546875,-3.84375
262,-4.03515625,4.80078125
263,3.01171875,-2.65234375
264,4.08203125,-3.556640625
265,4.63671875,-4.08203125
266,4.76953125,-4.203125
267,4.76171875,-4.24609375
268,4.57421875,-4.125
269,3.919921875,-3.408203125
270,4.7578125,-4.2421875
271,4.6953125,-4.1484375
272,4.7109375,-4.1640625
273,4.53125,-4.02734375
274,4.640625,-4.14453125
275,-3.919921875,4.71484375
276,4.5703125,-4.0703125
277,-4.14453125,4.93359375
278,4.703125,-4.16796875
279,4.7265625,-4.24609375
280,4.5234375,-4.00390625
281,3.72265625,-3.23046875
282,-4.07421875,4.875
283,3.685546875,-3.212890625
284,-4.14453125,4.94140625
285,4.73828125,-4.22265625
286,-4.04296875,4.8046875
287,4.63671875,-4.12109375
288,4.74609375,-4.16015625
289,4.7734375,-4.23828125
290,-1.8671875,2.275390625
291,-4.12890625,4.94140625
292,4.5625,-4.0234375
293,-4.0703125,4.84765625
294,1.1123046875,-1.0419921875
295,4.28515625,-3.736328125
296,4.7578125,-4.25
297,4.69140625,-4.16015625
298,4.44921875,-3.970703125
299,-4.11328125,4.875
300,-4.10546875,4.91796875
301,-4.1171875,4.91796875
302,4.73828125,-4.2109375
303,4.65625,-4.1015625
304,4.64453125,-4.12109375
305,4.046875,-3.50390625
306,-4.140625,4.9296875
307,4.71484375,-4.19921875
308,3.685546875,-3.212890625
309,4.70703125,-4.15625
310,4.0625,-3.537109375
311,4.671875,-4.1875
312,4.68359375,-4.14453125
313,4.55078125,-4.00390625
314,4.71484375,-4.19140625
315,-4.1171875,4.921875
316,4.6953125,-4.1953125
317,4.76171875,-4.2421875
318,4.76171875,-4.21484375
319,4.734375,-4.19140625
320,4.453125,-3.998046875
321,3.01171875,-2.65234375
322,4.390625,-3.900390625
323,4.72265625,-4.203125
324,4.703125,-4.19921875
325,4.73046875,-4.1796875
326,-3.875,4.57421875
327,4.5078125,-4.0390625
328,-4.14453125,4.9296875
329,4.1328125,-3.669921875
330,1.9658203125,-1.39453125
331,2.978515625,-2.564453125
332,4.4921875,-3.986328125
333,4.66015625,-4.14453125
334,4.74609375,-4.2265625
335,4.7109375,-4.18359375
336,4.76953125,-4.23046875
337,4.7109375,-4.203125
338,4.69140625,-4.125
339,4.7265625,-4.21484375
340,-4.14453125,4.9296875
341,-4.1015625,4.87890625
342,4.546875,-4.04296875
343,-4.109375,4.8828125
344,-4.1171875,4.89453125
345,4.08203125,-3.556640625
346,-4.078125,4.83984375
347,4.75390625,-4.2421875
348,-4.140625,4.94140625
349,4.75390625,-4.1875
350,4.73046875,-4.1328125
351,3.494140625,-3.09765625
352,4.7578125,-4.25390625
353,4.78515625,-4.2421875
354,-3.85546875,4.6015625
355,4.734375,-4.2109375
356,-4.12890625,4.8984375
357,4.62890625,-4.09375
358,4.08203125,-3.556640625
359,4.15625,-3.62890625
360,4.69140625,-4.1875
361,4.68359375,-4.15234375
362,-4.11328125,4.89453125
363,4.7421875,-4.20703125
364,-4.13671875,4.921875
365,4.66796875,-4.12890625
366,-4.14453125,4.94140625
367,4.68359375,-4.16015625
368,-4.11328125,4.890625
369,4.75390625,-4.2421875
370,3.939453125,-3.5078125
371,4.6875,-4.2578125
372,-4.13671875,4.9453125
373,4.76953125,-4.21875
374,-4.11328125,4.9140625
375,4.7421875,-4.22265625
376,4.60546875,-4.109375
377,4.765625,-4.234375
378,4.70703125,-4.18359375
379,-4.10546875,4.92578125
380,4.6796875,-4.1484375
381,4.7421875,-4.203125
382,4.72265625,-4.18359375
383,4.6328125,-4.078125
384,1.1181640625,-0.89453125
385,-4.04296875,4.82421875
386,4.69140625,-4.140625
387,4.1015625,-3.5546875
388,1.84765625,-1.611328125
389,4.66015625,-4.15625
390,4.734375,-4.21875
391,4.703125,-4.1640625
392,4.703125,-4.15625
393,4.49609375,-3.958984375
394,4.71875,-4.15234375
395,4.73828125,-4.1796875
396,-4.14453125,4.93359375
397,-3.013671875,3.634765625
398,4.08203125,-3.556640625
399,-3.9609375,4.7109375
400,4.67578125,-4.07421875
401,4.4765625,-3.95703125
402,4.5234375,-4.01171875
403,-3.802734375,4.515625
404,4.6953125,-4.15234375
405,4.74609375,-4.2265625
406,-4.0625,4.80078125
407,4.65625,-4.10546875
408,4.7734375,-4.25
409,4.65234375,-4.1328125
410,-3.365234375,3.892578125
411,4.69140625,-4.16015625
412,4.75,-4.2421875
413,4.46875,-3.958984375
414,4.703125,-4.13671875
415,-3.08984375,3.58203125
416,-3.119140625,3.5859375
417,4.4453125,-3.88671875
418,4.6640625,-4.1484375
419,4.75390625,-4.2421875
420,-4.02734375,4.79296875
421,4.734375,-4.21484375
422,4.76953125,-4.1796875
423,4.55859375,-4.046875
424,-4.14453125,4.9375
425,4.74609375,-4.234375
426,4.6171875,-4.08984375
427,4.6796875,-4.14453125
428,4.73046875,-4.16015625
429,4.7421875,-4.20703125
430,4.7734375,-4.25
431,3.01171875,-2.65234375
432,4.6953125,-4.19921875
433,4.16796875,-3.634765625
434,4.61328125,-4.07421875
435,4.75390625,-4.20703125
436,4.71484375,-4.21484375
437,4.67578125,-4.16015625
438,4.6015625,-4.07421875
439,4.703125,-4.1640625
440,4.6953125,-4.2265625
441,4.76171875,-4.23046875
442,4.7578125,-4.21875
443,4.015625,-3.533203125
444,1.2578125,-1.1650390625
445,-4.12109375,4.9375
446,4.7265625,-4.19140625
447,3.72265625,-3.23046875
448,4.703125,-4.12890625
449,-4.1328125,4.92578125
450,-3.904296875,4.62109375
451,4.6171875,-4.0859375
452,4.35546875,-3.814453125
453,4.375,-3.90625
454,4.24609375,-3.728515625
455,4.63671875,-4.15234375
456,4.53515625,-4.07421875
457,4.70703125,-4.16015625
458,4.74609375,-4.19921875
459,4.7578125,-4.203125
460,4.7578125,-4.24609375
461,4.4609375,-3.9609375
462,4.7265625,-4.21875
463,-4.1328125,4.9375
464,4.73046875,-4.21875
465,-2.869140625,3.34375
466,4.65625,-4.11328125
467,-4.1484375,4.9375
468,2.32421875,-2.05859375
469,4.55859375,-4.08984375
470,-4.1328125,4.9453125
471,-4.1171875,4.90234375
472,3.919921875,-3.408203125
473,-4.1015625,4.8828125
474,4.60546875,-4.08984375
475,4.41015625,-3.912109375
476,4.734375,-4.19921875
477,4.66015625,-4.1328125
478,4.76171875,-4.22265625
479,4.7421875,-4.19921875
480,4.75390625,-4.19921875
481,1.1123046875,-1.0419921875
482,4.6796875,-4.203125
483,4.76171875,-4.21875
484,-4.1328125,4.91796875
485,4.75390625,-4.1953125
486,4.5546875,-3.9921875
487,-4.08984375,4.890625
488,4.765625,-4.203125
489,3.490234375,-3.021484375
490,4.75390625,-4.22265625
491,4.6875,-4.19140625
492,-4.1171875,4.91796875
493,4.24609375,-3.810546875
494,4.765625,-4.2421875
495,4.78515625,-4.21875
496,3.91015625,-3.388671875
497,4.76171875,-4.1953125
498,-4.13671875,4.93359375
499,-4.140625,4.94140625
500,4.57421875,-4.10546875
501,-4.12890625,4.90625
502,4.4765625,-3.955078125
503,4.69140625,-4.16015625
504,4.7578125,-4.24609375
505,4.5390625,-4.015625
506,-4.11328125,4.890625
507,4.76171875,-4.26171875
508,4.765625,-4.21875
509,4.69921875,-4.16796875
510,3.685546875,-3.212890625
511,3.919921875,-3.408203125
512,4.42578125,-3.947265625
513,4.73046875,-4.1640625
514,4.6953125,-4.21484375
515,4.78125,-4.24609375
516,-2.236328125,2.60546875
517,-4.140625,4.94140625
518,-4.109375,4.87109375
519,-4.125,4.9296875
520,4.16015625,-3.65234375
521,4.76953125,-4.20703125
522,4.72265625,-4.22265625
523,4.68359375,-4.15625
524,4.70703125,-4.19921875
525,4.65625,-4.12890625
526,-4.12890625,4.91796875
527,4.40625,-3.873046875
528,4.734375,-4.2421875
529,2.88671875,-2.541015625
530,-4.13671875,4.94140625
531,-3.80078125,4.50390625
532,4.34765625,-3.810546875
533,-4.1015625,4.86328125
534,4.66015625,-4.1171875
535,-4.12890625,4.93359375
536,4.73828125,-4.1875
537,-4.12890625,4.9375
538,4.5234375,-3.958984375
539,4.6953125,-4.20703125
540,4.5,-3.982421875
541,-3.90625,4.609375
542,4.7421875,-4.21875
543,4.73046875,-4.19921875
544,4.75390625,-4.265625
545,4.76953125,-4.2421875
546,4.41015625,-3.849609375
547,3.919921875,-3.408203125
548,0.9384765625,-0.955078125
549,4.74609375,-4.21875
550,4.76953125,-4.23828125
551,4.734375,-4.23828125
552,4.7734375,-4.2109375
553,4.5625,-4.04296875
554,4.71875,-4.16796875
555,1.2578125,-1.1650390625
556,4.57421875,-4.0390625
557,4.6328125,-4.04296875
558,4.70703125,-4.1796875
559,4.5546875,-4.046875
560,4.73046875,-4.140625
561,4.7734375,-4.21875
562,-4.1328125,4.9296875
563,-4.12109375,4.921875
564,4.51953125,-3.986328125
565,4.71484375,-4.171875
566,4.71484375,-4.2109375
567,-4.125,4.91015625
568,4.61328125,-4.07421875
569,4.671875,-4.14453125
570,-4.09765625,4.83203125
571,-3.091796875,3.60546875
572,4.76953125,-4.2265625
573,3.01171875,-2.65234375
574,3.90625,-3.541015625
575,4.74609375,-4.22265625
576,4.7421875,-4.22265625
577,-3.9765625,4.71875
578,4.75,-4.234375
579,-3.9765625,4.71875
580,4.765625,-4.25
581,2.90234375,-2.423828125
582,4.7265625,-4.2421875
583,3.984375,-3.55859375
584,4.390625,-3.94140625
585,4.765625,-4.23828125
586,3.919921875,-3.408203125
587,-1.25390625,1.6484375
588,-3.783203125,4.51171875
589,4.61328125,-4.03515625
590,3.685546875,-3.212890625
591,3.283203125,-2.857421875
592,3.548828125,-3.0546875
593,4.72265625,-4.19140625
594,-4.14453125,4.9375
595,-1.3876953125,1.7998046875
596,4.7265625,-4.2109375
597,4.640625,-4.10546875
598,-4.14453125,4.93359375
599,4.5546875,-4.0
600,4.69921875,-4.19140625
601,4.74609375,-4.23046875
602,-4.046875,4.8125
603,4.5078125,-3.990234375
604,3.533203125,-3.193359375
605,4.6484375,-4.171875
606,4.7421875,-4.171875
607,4.328125,-3.83984375
608,4.58203125,-4.03125
609,4.76171875,-4.2265625
610,4.77734375,-4.23046875
611,4.68359375,-4.1328125
612,4.765625,-4.20703125
613,-4.1328125,4.91796875
614,4.7421875,-4.1796875
615,4.6875,-4.12890625
616,4.71875,-4.2265625
617,4.72265625,-4.2109375
618,4.6953125,-4.16015625
619,4.46484375,-3.943359375
620,4.7734375,-4.23046875
621,4.54296875,-4.14453125
622,4.66796875,-4.1484375
623,4.484375,-3.95703125
624,4.7734375,-4.21875
625,4.3515625,-3.830078125
626,4.58984375,-3.994140625
627,4.765625,-4.23046875
628,3.76171875,-3.1875
629,-1.638671875,1.9814453125
630,2.265625,-1.8671875
631,-4.1328125,4.94140625
632,4.75,-4.21875
633,-4.1328125,4.9453125
634,4.6796875,-4.11328125
635,4.6640625,-4.140625
636,4.69921875,-4.171875
637,4.7734375,-4.2421875
638,4.76171875,-4.234375
639,3.55078125,-3.08984375
640,0.64111328125,-0.61279296875
641,-4.13671875,4.94140625
642,4.7109375,-4.15234375
643,4.48046875,-3.98828125
644,3.919921875,-3.408203125
645,-4.0546875,4.83203125
646,4.4140625,-3.935546875
647,4.74609375,-4.2265625
648,4.640625,-4.14453125
649,4.6171875,-4.0546875
650,4.73828125,-4.2265625
651,-4.046875,4.80078125
652,4.53125,-4.0078125
653,-4.07421875,4.84375
654,-4.1328125,4.93359375
655,4.5234375,-3.92578125
656,-4.13671875,4.9375
657,4.7578125,-4.2109375
658,4.62890625,-4.046875
659,4.765625,-4.21484375
660,-4.08984375,4.8984375
661,-4.125,4.9140625
662,4.703125,-4.125
663,4.734375,-4.171875
664,-3.509765625,4.0859375
665,4.72265625,-4.17578125
666,-4.12890625,4.921875
667,4.75,-4.19921875
668,4.66796875,-4.16015625
669,4.578125,-4.01171875
670,4.57421875,-4.0
671,4.70703125,-4.1953125
672,-4.140625,4.9375
673,4.58203125,-4.05078125
674,2.64453125,-2.283203125
675,-4.13671875,4.94921875
676,4.7265625,-4.16796875
677,4.58203125,-4.078125
678,4.21875,-3.74609375
679,4.70703125,-4.19140625
680,4.78125,-4.20703125
681,4.703125,-4.16796875
682,4.70703125,-4.1875
683,4.61328125,-4.10546875
684,-4.11328125,4.91015625
685,4.75,-4.234375
686,4.69140625,-4.18359375
687,-4.08984375,4.87890625
688,4.7421875,-4.19140625
689,4.7265625,-4.1796875
690,4.72265625,-4.14453125
691,4.609375,-4.0703125
692,4.73046875,-4.23046875
693,4.578125,-4.07421875
694,4.6484375,-4.08984375
695,4.7265625,-4.21484375
696,-4.12890625,4.9453125
697,4.75,-4.1953125
698,4.296875,-3.826171875
699,4.7109375,-4.2109375
700,-4.13671875,4.94140625
701,4.75390625,-4.203125
702,4.74609375,-4.21484375
703,4.77734375,-4.21875
704,1.1123046875,-1.0419921875
705,-4.12890625,4.91796875
706,4.76953125,-4.21875
707,4.609375,-4.1171875
708,4.76171875,-4.23046875
709,3.357421875,-2.916015625
710,4.6015625,-4.12109375
711,3.7734375,-3.140625
712,4.68359375,-4.1953125
713,4.7109375,-4.15625
714,1.9951171875,-1.25390625
715,4.640625,-4.09375
716,-4.12890625,4.94921875
717,4.703125,-4.2109375
718,3.919921875,-3.408203125
719,4.74609375,-4.20703125
720,4.73828125,-4.1875
721,4.7734375,-4.234375
722,-4.125,4.9140625
723,4.7734375,-4.23046875
724,2.88671875,-2.541015625
725,4.73046875,-4.16796875
726,4.59765625,-4.08203125
727,4.6640625,-4.1484375
728,1.931640625,-1.740234375
729,-4.12109375,4.92578125
730,4.75390625,-4.22265625
731,-4.125,4.94140625
732,4.546875,-4.0
733,4.0625,-3.498046875
734,4.1015625,-3.6171875
735,-4.14453125,4.9375
736,1.357421875,-1.2548828125
737,-3.982421875,4.75
738,4.265625,-3.787109375
739,-4.125,4.9296875
740,4.6015625,-4.05078125
741,4.73046875,-4.19140625
742,-4.14453125,4.9296875
743,4.67578125,-4.11328125
744,-3.482421875,4.0859375
745,4.76171875,-4.2421875
746,-3.57421875,4.234375
747,4.734375,-4.1953125
748,3.685546875,-3.212890625
749,-4.09375,4.890625
750,4.49609375,-3.91796875
751,4.765625,-4.24609375
752,4.7734375,-4.20703125
753,4.703125,-4.1796875
754,3.572265625,-3.2109375
755,4.44921875,-3.95703125
756,-4.12890625,4.8984375
757,4.72265625,-4.2109375
758,-4.01953125,4.78515625
759,-4.125,4.93359375
760,4.6015625,-4.06640625
761,3.01171875,-2.65234375
762,4.671875,-4.109375
763,4.76171875,-4.23828125
764,4.37109375,-3.90234375
765,4.64453125,-4.1640625
766,-4.01953125,4.78515625
767,4.67578125,-4.15234375
768,4.73828125,-4.2109375
769,4.55078125,-4.05859375
770,4.75,-4.2265625
771,4.75,-4.22265625
772,4.48828125,-4.01171875
773,4.7421875,-4.19140625
774,-4.140625,4.94140625
775,4.35546875,-3.845703125
776,-4.11328125,4.890625
777,4.75,-4.24609375
778,4.78515625,-4.2421875
779,4.71484375,-4.17578125
780,4.66015625,-4.140625
781,4.6875,-4.08203125
782,3.685546875,-3.212890625
783,-4.078125,4.86328125
784,4.44140625,-3.912109375
785,4.765625,-4.2421875
786,-4.1328125,4.9375
787,4.734375,-4.22265625
788,4.08203125,-3.556640625
789,4.6875,-4.16796875
790,4.5703125,-4.04296875
791,2.88671875,-2.541015625
792,4.64453125,-4.078125
793,-4.07421875,4.859375
794,3.828125,-3.376953125
795,4.75,-4.22265625
796,4.75390625,-4.234375
797,4.7265625,-4.22265625
798,4.1640625,-3.6640625
799,4.72265625,-4.22265625
800,4.7421875,-4.234375
801,-4.125,4.9375
802,-3.95703125,4.69140625
803,4.75390625,-4.19921875
804,4.73828125,-4.1953125
805,4.7734375,-4.23828125
806,4.76953125,-4.21484375
807,4.5703125,-4.015625
808,-3.958984375,4.68359375
809,4.76171875,-4.234375
810,4.41796875,-3.904296875
811,-4.13671875,4.9296875
812,4.56640625,-4.046875
813,-4.13671875,4.9375
814,4.73828125,-4.21484375
815,-3.7578125,4.44140625
816,4.73046875,-4.1875
817,4.75390625,-4.21875
818,4.5078125,-4.04296875
819,-4.14453125,4.94140625
820,4.3359375,-3.755859375
821,4.47265625,-4.00390625
822,4.7265625,-4.19140625
823,4.6640625,-4.171875
824,4.6015625,-4.03515625
825,4.6484375,-4.1328125
826,3.685546875,-3.212890625
827,4.61328125,-4.09375
828,4.7578125,-4.234375
829,4.69140625,-4.14453125
830,4.74609375,-4.25390625
831,4.66796875,-4.08203125
832,4.734375,-4.18359375
833,-4.13671875,4.94140625
834,0.99365234375,-0.9697265625
835,0.7080078125,-0.6865234375
836,4.74609375,-4.1875
837,2.13671875,-1.751953125
838,4.234375,-3.677734375
839,4.7578125,-4.234375
840,4.7578125,-4.2109375
841,4.75,-4.22265625
842,4.76953125,-4.2421875
843,4.75390625,-4.2109375
844,4.6171875,-4.12109375
845,4.74609375,-4.21484375
846,4.671875,-4.15234375
847,4.49609375,-3.96875
848,4.76171875,-4.2421875
849,-4.13671875,4.94140625
850,4.74609375,-4.23046875
851,4.6953125,-4.1796875
852,4.77734375,-4.25390625
853,4.77734375,-4.25390625
854,4.7578125,-4.2421875
855,4.65625,-4.07421875
856,4.69140625,-4.15234375
857,-4.04296875,4.8203125
858,1.1123046875,-1.0419921875
859,4.65625,-4.1484375
860,1.2060546875,-1.119140625
861,4.76171875,-4.234375
862,4.6875,-4.16796875
863,4.72265625,-4.19140625
864,4.72265625,-4.1796875
865,4.73828125,-4.19140625
866,4.59765625,-4.05859375
867,4.76171875,-4.2421875
868,-2.716796875,3.193359375
869,4.08203125,-3.576171875
870,4.73046875,-4.18359375
871,4.40625,-3.857421875
872,4.73046875,-4.1875
873,4.625,-4.09765625
874,-4.14453125,4.94140625
875,4.7578125,-4.2109375
876,4.734375,-4.203125
877,4.60546875,-4.12890625
878,-4.015625,4.7578125
879,4.47265625,-3.9453125
880,4.71875,-4.2109375
881,4.703125,-4.1796875
882,4.4765625,-4.03125
883,4.08203125,-3.556640625
884,4.67578125,-4.1484375
885,3.822265625,-3.279296875
886,4.74609375,-4.19140625
887,1.001953125,-0.978515625
888,-4.12890625,4.92578125
889,4.75390625,-4.203125
890,4.703125,-4.18359375
891,4.5625,-4.0390625
892,4.6640625,-4.171875
893,-3.94140625,4.65625
894,4.54296875,-4.01953125
895,4.7734375,-4.25
896,4.25,-3.634765625
897,4.7265625,-4.19140625
898,4.40234375,-3.818359375
899,4.7421875,-4.171875
900,4.63671875,-4.140625
901,4.7421875,-4.15625
902,4.78125,-4.21875
903,-2.25,2.546875
904,4.7578125,-4.19921875
905,4.7109375,-4.21484375
906,1.0546875,-1.001953125
907,-4.03515625,4.80859375
908,4.703125,-4.1953125
909,4.64453125,-4.0859375
910,4.6015625,-4.0546875
911,4.74609375,-4.22265625
912,4.77734375,-4.24609375
913,4.6875,-4.14453125
914,-4.1015625,4.89453125
915,4.2578125,-3.71875
916,4.7265625,-4.1953125
917,4.7578125,-4.2265625
918,-4.078125,4.8203125
919,4.56640625,-4.04296875
920,-3.48046875,4.0859375
921,4.65234375,-4.125
922,3.01171875,-2.65234375
923,-4.13671875,4.93359375
924,2.359375,-1.8408203125
925,-4.1328125,4.9375
926,-4.12890625,4.9140625
927,3.919921875,-3.408203125
928,4.74609375,-4.19921875
929,-4.125,4.9296875
930,-2.46875,2.892578125
931,-4.00390625,4.765625
932,4.69921875,-4.16796875
933,1.2578125,-1.1650390625
934,3.33203125,-2.771484375
935,4.765625,-4.2421875
936,3.693359375,-3.228515625
937,4.76171875,-4.20703125
938,-4.13671875,4.9453125
939,-4.1328125,4.9375
940,4.59765625,-4.0
941,-4.1328125,4.91015625
942,4.78125,-4.234375
943,4.75390625,-4.234375
944,-3.5546875,4.16015625
945,4.75390625,-4.21484375
946,-4.125,4.9375
947,4.3984375,-3.796875
948,4.69921875,-4.12109375
949,4.56640625,-4.09765625
950,4.53515625,-4.01953125
951,4.6484375,-4.12890625
952,4.73046875,-4.1953125
953,4.71875,-4.17578125
954,1.2578125,-1.1650390625
955,4.7578125,-4.22265625
956,4.75,-4.19140625
957,4.08203125,-3.556640625
958,-4.125,4.9453125
959,4.65234375,-4.10546875
