,P0,P1
75,3.6796875,-4.80078125
76,3.771484375,-4.83984375
77,3.759765625,-4.8359375
78,3.74609375,-4.8359375
79,3.767578125,-4.83984375
80,3.60546875,-4.765625
81,3.6484375,-4.78515625
82,3.712890625,-4.8125
83,3.6953125,-4.80859375
84,3.0703125,-4.265625
85,3.58984375,-4.75
86,3.6484375,-4.78515625
87,3.748046875,-4.828125
88,3.509765625,-4.69921875
89,3.505859375,-4.69140625
90,3.69921875,-4.8125
91,3.78125,-4.84375
92,3.6328125,-4.7734375
93,3.669921875,-4.796875
94,3.751953125,-4.828125
95,3.466796875,-4.66015625
96,3.55078125,-4.7265625
97,3.63671875,-4.78125
98,3.4375,-4.63671875
99,2.373046875,-3.5234375
100,3.6171875,-4.765625
101,3.73828125,-4.82421875
102,3.740234375,-4.83203125
103,-1.791015625,2.466796875
104,-1.7822265625,2.439453125
105,3.603515625,-4.7578125
106,3.6875,-4.80859375
107,3.779296875,-4.84375
108,3.69921875,-4.8125
109,3.69921875,-4.8125
110,3.228515625,-4.4453125
111,3.658203125,-4.7890625
112,3.669921875,-4.80078125
113,3.48828125,-4.6796875
114,2.14453125,-3.306640625
115,3.71875,-4.8203125
116,3.755859375,-4.83203125
117,3.69921875,-4.8125
118,3.095703125,-4.29296875
119,3.50390625,-4.69140625
120,2.228515625,-3.376953125
121,3.75390625,-4.8359375
122,3.71875,-4.8203125
123,3.6953125,-4.80859375
124,3.740234375,-4.82421875
125,3.576171875,-4.7421875
126,3.486328125,-4.6796875
127,1.85546875,-3.025390625
128,3.71484375,-4.81640625
129,3.6640625,-4.7890625
130,2.86328125,-4.01953125
131,3.6875,-4.80859375
132,0.900390625,-1.6064453125
133,3.673828125,-4.80078125
134,3.609375,-4.76171875
135,0.366455078125,-0.900390625
136,3.765625,-4.8359375
137,-2.302734375,2.787109375
138,3.64453125,-4.78515625
139,3.5625,-4.73046875
140,3.595703125,-4.75390625
141,2.4921875,-3.646484375
142,3.650390625,-4.78515625
143,3.615234375,-4.765625
144,3.669921875,-4.796875
145,3.720703125,-4.8203125
146,3.701171875,-4.8125
147,3.75390625,-4.8359375
148,3.767578125,-4.83984375
149,3.7421875,-4.82421875
150,3.458984375,-4.66015625
151,-2.275390625,2.783203125
152,3.74609375,-4.83203125
153,2.8671875,-4.03515625
154,3.6328125,-4.77734375
155,3.76953125,-4.83984375
156,3.509765625,-4.6953125
157,3.771484375,-4.83984375
158,3.7109375,-4.8125
159,3.5703125,-4.73828125
160,3.734375,-4.82421875
161,3.77734375,-4.84375
162,3.71484375,-4.8203125
163,2.802734375,-3.966796875
164,3.49609375,-4.69140625
165,3.765625,-4.83984375
166,3.74609375,-4.83203125
167,3.724609375,-4.8203125
168,3.658203125,-4.7890625
169,3.40625,-4.609375
170,-2.30859375,2.7890625
171,3.5703125,-4.734375
172,0.285888671875,-0.52001953125
173,3.650390625,-4.78515625
174,3.46875,-4.6640625
175,-2.298828125,2.7890625
176,3.701171875,-4.8125
177,3.634765625,-4.78125
178,3.7578125,-4.8359375
179,3.677734375,-4.80078125
180,3.609375,-4.7578125
181,3.56640625,-4.734375
182,3.6875,-4.8046875
183,3.228515625,-4.453125
184,3.71875,-4.8203125
185,-2.314453125,2.787109375
186,3.314453125,-4.53515625
187,3.517578125,-4.69921875
188,-2.240234375,2.77734375
189,3.705078125,-4.8125
190,3.708984375,-4.8125
191,3.681640625,-4.8046875
192,3.732421875,-4.82421875
193,-2.240234375,2.779296875
194,3.095703125,-4.30078125
195,3.58203125,-4.74609375
196,3.74609375,-4.828125
197,3.65625,-4.7890625
198,3.6796875,-4.80078125
199,3.525390625,-4.70703125
200,2.80859375,-3.978515625
201,3.6328125,-4.7734375
202,-1.76953125,2.416015625
203,3.724609375,-4.8203125
204,-2.298828125,2.7890625
205,2.216796875,-3.380859375
206,3.732421875,-4.82421875
207,3.65625,-4.7890625
208,3.751953125,-4.8359375
209,3.52734375,-4.7109375
210,-2.291015625,2.78515625
211,3.77734375,-4.84375
212,3.705078125,-4.8125
213,3.58984375,-4.74609375
214,3.72265625,-4.8203125
215,2.96484375,-4.14453125
216,3.75,-4.83203125
217,3.642578125,-4.78125
218,3.720703125,-4.8203125
219,3.376953125,-4.58984375
220,2.20703125,-3.34375
221,3.1015625,-4.3046875
222,3.736328125,-4.82421875
223,3.607421875,-4.76171875
224,3.69921875,-4.8125
225,3.7109375,-4.8125
226,3.708984375,-4.8125
227,3.39453125,-4.59765625
228,-2.30859375,2.7890625
229,-2.271484375,2.783203125
230,3.353515625,-4.56640625
231,2.130859375,-3.291015625
232,3.78125,-4.83984375
233,3.7421875,-4.83203125
234,-2.27734375,2.783203125
235,3.68359375,-4.80859375
236,3.7265625,-4.8203125
237,3.6640625,-4.7890625
238,3.33203125,-4.55078125
239,3.744140625,-4.83203125
240,3.662109375,-4.7890625
241,3.04296875,-4.2421875
242,3.6875,-4.80859375
243,3.779296875,-4.84375
244,3.74609375,-4.83203125
245,3.6328125,-4.7734375
246,3.64453125,-4.78125
247,3.625,-4.76953125
248,3.755859375,-4.8359375
249,3.66796875,-4.79296875
250,3.265625,-4.48046875
251,3.271484375,-4.4921875
252,3.677734375,-4.80078125
253,3.69921875,-4.8125
254,3.458984375,-4.66015625
255,3.521484375,-4.703125
256,3.71484375,-4.81640625
257,3.650390625,-4.78515625
258,3.482421875,-4.67578125
259,3.61328125,-4.765625
260,-2.203125,2.76953125
261,3.751953125,-4.8359375
262,3.56640625,-4.734375
263,3.546875,-4.7265625
264,3.5625,-4.73046875
265,3.740234375,-4.83203125
266,3.22265625,-4.44140625
267,3.708984375,-4.8125
268,3.751953125,-4.8359375
269,3.01171875,-4.203125
270,3.330078125,-4.54296875
271,3.7421875,-4.82421875
272,3.623046875,-4.765625
273,3.70703125,-4.8125
274,-2.302734375,2.787109375
275,2.51171875,-3.669921875
276,3.35546875,-4.56640625
277,3.623046875,-4.765625
278,3.701171875,-4.8125
279,3.666015625,-4.7890625
280,3.55859375,-4.73046875
281,3.69140625,-4.80859375
282,3.771484375,-4.83984375
283,2.95703125,-4.12109375
284,3.732421875,-4.82421875
285,3.515625,-4.69921875
286,3.52734375,-4.70703125
287,3.76953125,-4.84375
288,3.736328125,-4.8203125
289,3.72265625,-4.81640625
290,-2.29296875,2.787109375
291,3.373046875,-4.58203125
292,3.673828125,-4.79296875
293,3.6875,-4.80078125
294,2.759765625,-3.896484375
295,3.71875,-4.81640625
296,3.724609375,-4.8203125
297,3.640625,-4.78125
298,3.677734375,-4.80078125
299,2.052734375,-3.224609375
300,3.591796875,-4.75390625
301,3.728515625,-4.8203125
302,3.71875,-4.8203125
303,3.771484375,-4.83984375
304,3.673828125,-4.796875
305,3.62109375,-4.76953125
306,-2.193359375,2.765625
307,3.7109375,-4.8125
308,3.62109375,-4.765625
309,3.474609375,-4.6640625
310,3.751953125,-4.8359375
311,3.74609375,-4.828125
312,3.658203125,-4.7890625
313,3.771484375,-4.83984375
314,3.419921875,-4.62890625
315,3.60546875,-4.76171875
316,3.654296875,-4.7890625
317,-2.24609375,2.77734375
318,3.7265625,-4.82421875
319,3.677734375,-4.80078125
320,3.380859375,-4.59375
321,3.53515625,-4.71875
322,3.705078125,-4.8125
323,3.740234375,-4.828125
324,3.697265625,-4.8125
325,3.748046875,-4.8359375
326,3.7265625,-4.81640625
327,3.73046875,-4.81640625
328,3.69140625,-4.8046875
329,3.6640625,-4.7890625
330,3.490234375,-4.68359375
331,3.6875,-4.8046875
332,3.5859375,-4.7421875
333,-2.28515625,2.78515625
334,3.65625,-4.7890625
335,3.68359375,-4.80078125
336,3.68359375,-4.80078125
337,3.365234375,-4.578125
338,3.68359375,-4.80859375
339,3.01171875,-4.19921875
340,1.9765625,-3.173828125
341,3.078125,-4.2734375
342,3.32421875,-4.5390625
343,3.033203125,-4.2109375
344,3.6953125,-4.8125
345,-2.236328125,2.77734375
346,3.564453125,-4.734375
347,3.583984375,-4.74609375
348,3.515625,-4.6953125
349,3.72265625,-4.8203125
350,3.724609375,-4.8203125
351,-2.298828125,2.7890625
352,3.576171875,-4.7421875
353,3.767578125,-4.83984375
354,0.67578125,-1.142578125
355,-2.30859375,2.7890625
356,2.802734375,-3.970703125
357,-2.306640625,2.787109375
358,3.7734375,-4.83984375
359,3.748046875,-4.828125
360,2.712890625,-3.869140625
361,3.505859375,-4.69140625
362,3.6875,-4.8046875
363,3.6171875,-4.76953125
364,3.7265625,-4.8203125
365,3.669921875,-4.79296875
366,3.65625,-4.7890625
367,3.666015625,-4.79296875
368,3.7734375,-4.83984375
369,3.5546875,-4.73046875
370,-1.8212890625,2.509765625
371,3.69140625,-4.80859375
372,3.609375,-4.76171875
373,3.72265625,-4.8203125
374,3.5390625,-4.72265625
375,3.36328125,-4.57421875
376,3.669921875,-4.79296875
377,3.755859375,-4.8359375
378,3.654296875,-4.78515625
379,3.58984375,-4.74609375
380,3.740234375,-4.82421875
381,3.1484375,-4.359375
382,3.59765625,-4.7578125
383,3.78515625,-4.84375
384,3.771484375,-4.84375
385,3.70703125,-4.8125
386,3.74609375,-4.8359375
387,3.634765625,-4.78125
388,3.767578125,-4.83984375
389,3.625,-4.7734375
390,3.46484375,-4.6640625
391,3.5546875,-4.73046875
392,3.068359375,-4.25
393,3.74609375,-4.83203125
394,3.7734375,-4.84375
395,3.40234375,-4.60546875
396,3.705078125,-4.80859375
397,3.451171875,-4.6484375
398,3.53515625,-4.71484375
399,3.76953125,-4.84375
400,2.8671875,-4.03125
401,3.44140625,-4.64453125
402,3.650390625,-4.78515625
403,3.7734375,-4.84375
404,3.517578125,-4.69921875
405,-1.6875,2.4140625
406,3.208984375,-4.42578125
407,-2.298828125,2.787109375
408,3.6875,-4.80078125
409,-1.740234375,2.40234375
410,3.369140625,-4.5859375
411,3.794921875,-4.84375
412,3.025390625,-4.22265625
413,3.669921875,-4.79296875
414,3.67578125,-4.80078125
415,3.556640625,-4.7265625
416,3.66015625,-4.7890625
417,3.509765625,-4.69921875
418,3.779296875,-4.84375
419,3.708984375,-4.81640625
420,2.150390625,-3.333984375
421,3.7578125,-4.8359375
422,3.732421875,-4.82421875
423,3.701171875,-4.8125
424,3.509765625,-4.6953125
425,3.658203125,-4.7890625
426,3.552734375,-4.7265625
427,3.5546875,-4.73046875
428,3.4609375,-4.66015625
429,1.3681640625,-2.392578125
430,3.7421875,-4.83203125
431,-2.142578125,2.748046875
432,3.7421875,-4.83203125
433,3.755859375,-4.8359375
434,3.416015625,-4.625
435,3.7265625,-4.81640625
436,-2.30078125,2.7890625
437,3.251953125,-4.4609375
438,3.49609375,-4.69140625
439,2.71484375,-3.873046875
440,3.501953125,-4.69140625
441,-2.298828125,2.7890625
442,3.759765625,-4.8359375
443,3.69140625,-4.80859375
444,3.197265625,-4.421875
445,3.595703125,-4.7578125
446,-2.30078125,2.787109375
447,3.65234375,-4.7890625
448,3.736328125,-4.82421875
449,3.546875,-4.72265625
450,3.63671875,-4.78125
451,3.140625,-4.35546875
452,3.6015625,-4.76171875
453,3.53125,-4.7109375
454,3.767578125,-4.83984375
455,3.74609375,-4.82421875
456,3.640625,-4.77734375
457,-2.080078125,2.720703125
458,3.40625,-4.6171875
459,2.146484375,-3.3046875
460,3.2890625,-4.5078125
461,-2.23046875,2.775390625
462,3.458984375,-4.66015625
463,3.478515625,-4.66796875
464,3.76171875,-4.8359375
465,3.69921875,-4.80859375
466,3.69140625,-4.8125
467,2.93359375,-4.1015625
468,3.787109375,-4.84765625
469,-2.25,2.78125
470,3.634765625,-4.77734375
471,3.736328125,-4.828125
472,3.4921875,-4.68359375
473,3.662109375,-4.7890625
474,3.69140625,-4.8125
475,3.748046875,-4.828125
476,3.599609375,-4.7578125
477,3.732421875,-4.82421875
478,-2.3046875,2.787109375
479,3.59765625,-4.7578125
480,3.556640625,-4.73046875
481,3.439453125,-4.640625
482,3.74609375,-4.8359375
483,3.744140625,-4.83203125
484,3.703125,-4.8125
485,3.69140625,-4.8125
486,3.62890625,-4.7734375
487,3.7109375,-4.8125
488,2.87109375,-4.0390625
489,3.685546875,-4.80859375
490,3.685546875,-4.80859375
491,-2.298828125,2.7890625
492,3.53125,-4.70703125
493,3.67578125,-4.796875
494,3.7421875,-4.83203125
495,3.740234375,-4.83203125
496,3.701171875,-4.8125
497,3.71875,-4.8203125
498,3.705078125,-4.8125
499,3.400390625,-4.60546875
500,3.623046875,-4.7734375
501,3.5078125,-4.6953125
502,-2.21875,2.771484375
503,3.779296875,-4.84375
504,3.638671875,-4.78125
505,3.7421875,-4.82421875
506,3.55859375,-4.73046875
507,3.767578125,-4.83984375
508,3.6640625,-4.79296875
509,3.677734375,-4.796875
510,3.0390625,-4.22265625
511,3.65625,-4.7890625
512,3.451171875,-4.65625
513,3.494140625,-4.6875
514,2.291015625,-3.443359375
515,3.6171875,-4.765625
516,-1.76171875,2.39453125
517,3.345703125,-4.5625
518,3.5546875,-4.7265625
519,3.75,-4.8359375
520,3.62109375,-4.76953125
521,2.478515625,-3.626953125
522,3.521484375,-4.703125
523,3.765625,-4.8359375
524,3.75,-4.83203125
525,3.568359375,-4.73828125
526,-2.306640625,2.787109375
527,3.69140625,-4.80859375
528,3.740234375,-4.82421875
529,3.6953125,-4.8125
530,3.708984375,-4.8125
531,3.7109375,-4.8125
532,-2.306640625,2.787109375
533,3.7421875,-4.82421875
534,-2.2734375,2.783203125
535,3.521484375,-4.703125
536,3.75390625,-4.8359375
537,3.759765625,-4.8359375
538,3.595703125,-4.7578125
539,3.68359375,-4.80859375
540,3.673828125,-4.79296875
541,3.77734375,-4.83984375
542,3.69921875,-4.8125
543,3.3828125,-4.59375
544,3.328125,-4.54296875
545,3.724609375,-4.81640625
546,-2.251953125,2.783203125
547,3.748046875,-4.828125
548,3.755859375,-4.8359375
549,3.783203125,-4.83984375
550,3.736328125,-4.82421875
551,3.775390625,-4.84375
552,3.732421875,-4.82421875
553,3.466796875,-4.66015625
554,3.71875,-4.8203125
555,3.640625,-4.78125
556,3.505859375,-4.6953125
557,3.66796875,-4.79296875
558,-2.310546875,2.787109375
559,-2.296875,2.7890625
560,3.466796875,-4.6640625
561,3.318359375,-4.53125
562,3.5546875,-4.7265625
563,3.3359375,-4.5546875
564,3.7421875,-4.828125
565,3.65625,-4.79296875
566,3.78515625,-4.84375
567,3.751953125,-4.8359375
568,3.7421875,-4.82421875
569,3.751953125,-4.8359375
570,3.587890625,-4.75
571,3.63671875,-4.77734375
572,3.70703125,-4.81640625
573,3.705078125,-4.81640625
574,2.984375,-4.171875
575,3.736328125,-4.828125
576,3.728515625,-4.82421875
577,2.18359375,-3.3515625
578,3.71484375,-4.81640625
579,3.6875,-4.80859375
580,3.69921875,-4.8125
581,3.669921875,-4.79296875
582,3.6015625,-4.7578125
583,3.6171875,-4.76953125
584,3.619140625,-4.76953125
585,3.6953125,-4.8125
586,3.6484375,-4.78125
587,3.74609375,-4.8359375
588,3.7265625,-4.8203125
589,3.732421875,-4.82421875
590,3.35546875,-4.56640625
591,3.67578125,-4.80078125
592,3.740234375,-4.828125
593,-2.306640625,2.787109375
594,3.58203125,-4.74609375
595,3.7265625,-4.8203125
596,3.771484375,-4.8359375
597,3.44921875,-4.6484375
598,3.67578125,-4.796875
599,3.5703125,-4.73828125
600,3.626953125,-4.7734375
601,3.76953125,-4.83984375
602,3.171875,-4.38671875
603,3.677734375,-4.8046875
604,3.685546875,-4.8046875
605,3.751953125,-4.8359375
606,3.283203125,-4.5
607,1.8408203125,-3.001953125
608,3.583984375,-4.7421875
609,3.54296875,-4.72265625
610,-2.265625,2.783203125
611,3.80078125,-4.8515625
612,3.525390625,-4.703125
613,-2.30078125,2.787109375
614,3.333984375,-4.55078125
615,3.732421875,-4.82421875
616,3.6328125,-4.7734375
617,3.525390625,-4.703125
618,3.673828125,-4.80078125
619,3.541015625,-4.72265625
620,3.5625,-4.73046875
621,3.623046875,-4.76953125
622,3.2734375,-4.48828125
623,3.6171875,-4.765625
624,3.7109375,-4.81640625
625,-1.7861328125,2.44921875
626,3.69921875,-4.8125
627,3.087890625,-4.2890625
628,3.68359375,-4.80078125
629,0.421875,-1.005859375
630,3.751953125,-4.8359375
631,3.6484375,-4.78515625
632,3.720703125,-4.8203125
633,3.701171875,-4.80859375
634,3.71484375,-4.81640625
635,3.623046875,-4.76953125
636,3.681640625,-4.8046875
637,3.755859375,-4.8359375
638,3.765625,-4.83984375
639,3.60546875,-4.7578125
640,3.71484375,-4.8203125
641,3.740234375,-4.82421875
642,1.1640625,-1.818359375
643,3.1640625,-4.3828125
644,3.478515625,-4.66796875
645,3.7421875,-4.828125
646,3.68359375,-4.80078125
647,1.03125,-1.875
648,3.76953125,-4.83984375
649,3.61328125,-4.76171875
650,3.75390625,-4.8359375
651,3.63671875,-4.78125
652,3.07421875,-4.265625
653,3.658203125,-4.7890625
654,3.697265625,-4.8125
655,3.5859375,-4.74609375
656,-2.244140625,2.779296875
657,3.77734375,-4.84375
658,3.740234375,-4.82421875
659,3.68359375,-4.80078125
660,3.74609375,-4.8359375
661,3.748046875,-4.8359375
662,3.6875,-4.80078125
663,-2.28515625,2.787109375
664,3.74609375,-4.82421875
665,3.7109375,-4.81640625
666,3.68359375,-4.80078125
667,3.669921875,-4.80078125
668,-2.279296875,2.78515625
669,3.765625,-4.84375
670,-2.28515625,2.78515625
671,3.673828125,-4.796875
672,-2.28515625,2.78515625
673,3.783203125,-4.84375
674,3.669921875,-4.796875
675,3.447265625,-4.6484375
676,3.673828125,-4.80078125
677,3.72265625,-4.8203125
678,2.455078125,-3.58203125
679,3.783203125,-4.84375
680,3.69140625,-4.8046875
681,3.4609375,-4.6640625
682,3.740234375,-4.82421875
683,3.677734375,-4.80078125
684,-2.3125,2.7890625
685,3.46875,-4.6640625
686,3.724609375,-4.8203125
687,3.494140625,-4.69140625
688,3.76171875,-4.8359375
689,3.673828125,-4.80078125
690,3.728515625,-4.82421875
691,3.7421875,-4.83203125
692,3.74609375,-4.8359375
693,3.74609375,-4.828125
694,3.5625,-4.73046875
695,3.529296875,-4.7109375
696,3.71875,-4.81640625
697,3.548828125,-4.7265625
698,3.767578125,-4.84375
699,2.837890625,-3.994140625
700,3.70703125,-4.8125
701,3.71484375,-4.8203125
702,3.740234375,-4.83203125
703,3.7265625,-4.8203125
704,-2.306640625,2.787109375
705,-2.28515625,2.78515625
706,3.6953125,-4.8125
707,2.5859375,-3.73828125
708,3.47265625,-4.66796875
709,3.701171875,-4.8125
710,3.318359375,-4.53125
711,3.556640625,-4.73046875
712,3.568359375,-4.73828125
713,-2.30078125,2.7890625
714,3.763671875,-4.84375
715,3.69921875,-4.8125
716,3.69921875,-4.8125
717,3.765625,-4.8359375
718,3.63671875,-4.77734375
719,3.654296875,-4.7890625
720,3.70703125,-4.8125
721,3.66796875,-4.796875
722,3.498046875,-4.6875
723,3.759765625,-4.8359375
724,3.603515625,-4.76171875
725,3.68359375,-4.80078125
726,3.501953125,-4.69140625
727,3.642578125,-4.78125
728,3.765625,-4.8359375
729,3.537109375,-4.71484375
730,3.53125,-4.7109375
731,3.466796875,-4.6640625
732,3.76953125,-4.83984375
733,3.5859375,-4.75
734,3.76953125,-4.83984375
735,3.5703125,-4.73828125
736,3.732421875,-4.82421875
737,3.74609375,-4.828125
738,3.546875,-4.7265625
739,3.48046875,-4.671875
740,3.751953125,-4.8359375
741,3.212890625,-4.42578125
742,3.7109375,-4.8125
743,3.71484375,-4.81640625
744,3.71484375,-4.81640625
745,3.765625,-4.83984375
746,2.103515625,-3.287109375
747,3.7578125,-4.8359375
748,3.41796875,-4.625
749,3.705078125,-4.8125
750,3.572265625,-4.73828125
751,3.765625,-4.84375
752,3.669921875,-4.80078125
753,3.505859375,-4.6953125
754,3.751953125,-4.828125
755,-2.310546875,2.7890625
756,-2.28515625,2.78515625
757,2.302734375,-3.44921875
758,3.68359375,-4.8046875
759,3.572265625,-4.73828125
760,3.07421875,-4.27734375
761,3.685546875,-4.80859375
762,3.3984375,-4.6015625
763,3.146484375,-4.36328125
764,3.7265625,-4.81640625
765,3.6953125,-4.80859375
766,3.716796875,-4.81640625
767,3.6953125,-4.80859375
768,3.767578125,-4.83984375
769,-1.87890625,2.625
770,3.740234375,-4.82421875
771,3.640625,-4.78125
772,3.744140625,-4.828125
773,3.677734375,-4.80078125
774,3.6640625,-4.79296875
775,3.69140625,-4.8125
776,3.76953125,-4.83984375
777,3.5390625,-4.71484375
778,2.21484375,-3.376953125
779,3.7734375,-4.84375
780,3.77734375,-4.84375
781,3.72265625,-4.8203125
782,3.7578125,-4.8359375
783,-1.701171875,2.453125
784,3.72265625,-4.81640625
785,-2.306640625,2.787109375
786,3.673828125,-4.80078125
787,3.111328125,-4.31640625
788,3.75390625,-4.8359375
789,3.765625,-4.83984375
790,3.7890625,-4.84375
791,3.75,-4.8359375
792,3.58984375,-4.75
793,2.578125,-3.73046875
794,3.619140625,-4.76953125
795,3.75,-4.83203125
796,3.623046875,-4.76953125
797,3.662109375,-4.796875
798,3.66015625,-4.7890625
799,-2.29296875,2.787109375
800,3.38671875,-4.59765625
801,3.69140625,-4.8125
802,3.357421875,-4.578125
803,3.138671875,-4.34375
804,3.7890625,-4.84375
805,3.5859375,-4.75
806,3.71875,-4.8203125
807,3.6953125,-4.80859375
808,3.724609375,-4.8203125
809,3.7265625,-4.8203125
810,3.740234375,-4.83203125
811,-2.298828125,2.7890625
812,3.71484375,-4.81640625
813,3.68359375,-4.80859375
814,3.76953125,-4.83984375
815,3.763671875,-4.8359375
816,3.67578125,-4.796875
817,3.685546875,-4.80078125
818,2.93359375,-4.09765625
819,3.29296875,-4.515625
820,3.736328125,-4.82421875
821,3.5546875,-4.73046875
822,-2.251953125,2.78125
823,3.716796875,-4.81640625
824,3.009765625,-4.203125
825,3.51953125,-4.69921875
826,3.728515625,-4.82421875
827,3.55859375,-4.73046875
828,3.732421875,-4.82421875
829,3.7109375,-4.8125
830,3.71484375,-4.81640625
831,3.6640625,-4.7890625
832,3.50390625,-4.69140625
833,3.771484375,-4.83984375
834,3.673828125,-4.796875
835,-2.291015625,2.78515625
836,3.67578125,-4.80078125
837,3.6875,-4.80859375
838,3.40625,-4.6171875
839,3.66796875,-4.796875
840,3.5546875,-4.72265625
841,3.123046875,-4.3203125
842,3.765625,-4.83984375
843,2.76953125,-3.92578125
844,3.65625,-4.78515625
845,3.482421875,-4.6796875
846,3.74609375,-4.83203125
847,3.7578125,-4.8359375
848,3.44140625,-4.640625
849,3.74609375,-4.82421875
850,3.5390625,-4.71875
851,-2.296875,2.7890625
852,3.50390625,-4.6953125
853,-2.30078125,2.7890625
854,-2.296875,2.7890625
855,3.232421875,-4.45703125
856,3.6875,-4.80859375
857,3.681640625,-4.80078125
858,3.685546875,-4.80859375
859,3.47265625,-4.671875
860,3.685546875,-4.80078125
861,3.669921875,-4.79296875
862,3.42578125,-4.6328125
863,3.701171875,-4.8125
864,3.546875,-4.72265625
865,3.74609375,-4.82421875
866,3.66015625,-4.7890625
867,3.47265625,-4.6640625
868,3.740234375,-4.83203125
869,3.75,-4.8359375
870,-0.84619140625,0.90576171875
871,3.708984375,-4.81640625
872,3.51953125,-4.69921875
873,3.697265625,-4.8125
874,-2.306640625,2.787109375
875,3.6640625,-4.7890625
876,3.623046875,-4.76953125
877,-2.236328125,2.77734375
878,3.705078125,-4.8125
879,3.6484375,-4.78125
880,3.533203125,-4.70703125
881,3.71875,-4.81640625
882,3.779296875,-4.84375
883,3.76953125,-4.83984375
884,3.736328125,-4.82421875
885,3.576171875,-4.7421875
886,3.72265625,-4.8203125
887,3.67578125,-4.80078125
888,3.740234375,-4.82421875
889,3.732421875,-4.8203125
890,3.447265625,-4.65234375
891,3.623046875,-4.76953125
892,-2.294921875,2.787109375
893,2.43359375,-3.578125
894,3.626953125,-4.7734375
895,-2.216796875,2.771484375
896,3.720703125,-4.8203125
897,3.71484375,-4.8125
898,3.61328125,-4.765625
899,-2.255859375,2.78125
900,3.6328125,-4.77734375
901,-2.18359375,2.763671875
902,3.720703125,-4.8203125
903,3.712890625,-4.8125
904,3.470703125,-4.6640625
905,3.720703125,-4.8203125
906,3.779296875,-4.84375
907,3.744140625,-4.83203125
908,3.65234375,-4.7890625
909,3.740234375,-4.82421875
910,3.73828125,-4.82421875
911,3.708984375,-4.8125
912,3.68359375,-4.80078125
913,3.669921875,-4.79296875
914,3.6171875,-4.765625
915,-2.298828125,2.7890625
916,3.1328125,-4.34765625
917,3.64453125,-4.78125
918,2.5703125,-3.69140625
919,3.626953125,-4.7734375
920,3.640625,-4.78125
921,3.71875,-4.8203125
922,3.482421875,-4.6796875
923,3.76171875,-4.8359375
924,3.46875,-4.6640625
925,3.767578125,-4.84375
926,3.7578125,-4.8359375
927,-2.294921875,2.7890625
928,3.736328125,-4.82421875
929,3.65625,-4.7890625
930,3.701171875,-4.8125
931,3.603515625,-4.7578125
932,-2.28515625,2.78515625
933,3.767578125,-4.83984375
934,-2.271484375,2.783203125
935,2.7265625,-3.880859375
936,2.615234375,-3.76171875
937,3.599609375,-4.7578125
938,-2.28515625,2.78515625
939,2.9765625,-4.16015625
940,3.6640625,-4.79296875
941,3.708984375,-4.8125
942,-2.310546875,2.7890625
943,3.603515625,-4.7578125
944,3.78515625,-4.84765625
945,3.74609375,-4.8359375
946,3.6953125,-4.80859375
947,3.5625,-4.73828125
948,3.75390625,-4.8359375
949,-2.248046875,2.779296875
950,3.728515625,-4.82421875
951,3.78125,-4.84375
952,3.3125,-4.53125
953,3.6875,-4.80859375
954,3.775390625,-4.84375
