injury_report,tweet,clean
0,Sad news. I picked Anthony as my confirmation name because of him.,Sad news I picked Anthony confirmation name
0,Philly’s chances at grabbing a result:  Incoming @HenryKessler4:  https://t.co/Mvl0MJeXeW,Philly chances grabbing result Incoming HenryKessler httpstcoMvlMJeXeW
0,David Hess is now pitching for the #Marlins. Jesus Sanchez replaces Adam Duvall in left field as the fifth inning begins.,David Hess pitching Marlins Jesus Sanchez replaces Adam Duvall left field fifth inning begins
0,I musta done something right.  https://t.co/YhYOgEPBLM,I musta done something right httpstcoYhYOgEPBLM
0,@michaelsclair right! so interesting having them T-2 on this list!!,michaelsclair right interesting T list
0,"According to #orioles transactions page, and confirmed by official, they acquired pitcher Hugo Beltran, 21, from #dodgers today for cash considerations. Pitched in Dominican Summer League 2018-19.",According orioles transactions page confirmed official acquired pitcher Hugo Beltran dodgers today cash considerations Pitched Dominican Summer League
0,"@jmshafer Eh, Raiders might lose one.",jmshafer Eh Raiders might lose one
0,"When I talked to Senzel a few weeks ago, he said that everyone is “on the same page” about a “flex-utility role.”",When I talked Senzel weeks ago said everyone page flexutility role
0,"🚨New pod🚨#Astros continue free falling, drop 4th in a row. @EricTalksStros and @HtownWheelhouse discuss on @LockedOnAstros.  ⚾️ Greinke pulled too soon ⚾️ Why Taylor in that spot? ⚾️ Chas and Jake rake ⚾️ Bregman update? 🎧  https://t.co/ivnIT687iq 🎥 Sub  https://t.co/StJnA7Ar69  https://t.co/xQncblgqQ3",continue free falling drop th row EricTalksStros HtownWheelhouse discuss LockedOnAstros Greinke pulled soon Why Taylor spot Chas Jake rake Bregman update httpstcoivnITiq Sub httpstcoStJnAAr httpstcoxQncblgqQ
0,Work mode activated. 🔘  @PlanetFitness | #WorkoutWednesday  https://t.co/zZZeYFE8oo,Work mode activated PlanetFitness WorkoutWednesday httpstcozZZeYFEoo
0,Cora said Houck is feeling good after his start Sunday. He also said they were discussing things roster-wise earlier today. (Bloom actually called Cora mid media session and Cora told him he'd call back.)  Here's the latest on Houck's status  https://t.co/Kmtp2Apcd6,Cora said Houck feeling good start Sunday He also said discussing things rosterwise earlier today Bloom actually called Cora mid media session Cora told would call back Heres latest Houcks status httpstcoKmtpApcd
0,Breaking: Source says OF Trey Amburgey has been promoted to the New York Yankees. A long anticipated move.,Breaking Source says OF Trey Amburgey promoted New York Yankees A long anticipated move
0,"@Scottyterrible @JonKrawczynski @mnsuperfan27 @DadBodLive No, he tested positive",Scottyterrible JonKrawczynski mnsuperfan DadBodLive No tested positive
0,"Jonathan Loaisiga is back with the #Yankees, per Aaron Boone. He will throw on a flat ground and work out today.  Loaisiga will throw a bullpen tomorrow, mix in another 'pen or live in the coming days and then will possibly be active over the weekend, Boone says.",Jonathan Loaisiga back Yankees per Aaron Boone He throw flat ground work today Loaisiga throw bullpen tomorrow mix another pen live coming days possibly active weekend Boone says
0,Stephen Jones: #Cowboys “are going to be careful” with injuries as training camp looms  https://t.co/Tp1jcZz8tG,Stephen Jones Cowboys going careful injuries training camp looms httpstcoTpjcZztG
0,Having eye surgery in the morning. See y'alls later ... I hope.,Having eye surgery morning See alls later I hope
0,@JBnuggs Right?!,JBnuggs Right
0,deGrom.  Easily.,deGrom Easily
0,Was asked by @JoeyMurr on @Toucherandrich why Wynn got his 5th-year option picked up and not Michel when both have lengthy injury histories. Both have produced when healthy. One answer: scarcity. One spot more valuable than the other. Just harder to find starting-level tackles.,Was asked JoeyMurr Toucherandrich Wynn got thyear option picked Michel lengthy injury histories Both produced healthy One answer scarcity One spot valuable Just harder find startinglevel tackles
0,Quite a list 📶  https://t.co/dj6c3SMQ7u,Quite list httpstcodjcSMQu
0,"Charlie Montoyo says that Reese McGuire has earned the chance to catch ""a lot"" and they'll see how Jansen can be worked in as well. #BlueJays",Charlie Montoyo says Reese McGuire earned chance catch lot see Jansen worked well BlueJays
0,So according to @betonline_ag Rangers win over-under set at 67 1/2. Sound about right?,So according betonlineag Rangers win overunder set Sound right
0,@speedbump25 There are plenty of things to get on them about. Leaving a player who hadn't played in 2 years off the 40-man after he had TJ isn't one of them.,speedbump There plenty things get Leaving player played years man TJ one
0,Poll: Do you think the play involving Pittsburgh Steelers TE Jesse James should have been ruled a catch?  #Patriots #NFL #ESPN,Poll Do think play involving Pittsburgh Steelers TE Jesse James ruled catch Patriots NFL ESPN
0,Both Pillar and Almora have a worse wRC+ against lefties this season than Conforto does. And Smith has a 134 wRC+. Weird choices.,Both Pillar Almora worse wRC lefties season Conforto And Smith wRC Weird choices
0,"@joereedy Gotta say, I'm coming around on the unis if this is the upshot",joereedy Got ta say I coming around unis upshot
0,"@jakelarsen Yes, I thought he looked fine today.",jakelarsen Yes I thought looked fine today
0,Avoiding the summer snacking pitfall: Mom Squad Pod podcast with @MaureenKyle  https://t.co/Tx37r0rtRT,Avoiding summer snacking pitfall Mom Squad Pod podcast MaureenKyle httpstcoTxrrtRT
0,He good...,He good
0,@cmillsnbcs @WashWizards @nbcwashington @NBCSWashington Always good stuff Chris..,cmillsnbcs WashWizards nbcwashington NBCSWashington Always good stuff Chris
0,"#Rays prospect Xavier Edwards added to roster for All-Star Futures Game, joins Brujan and Baz. Edwards replaces Jake Burger, who was called up by #WhiteSox",Rays prospect Xavier Edwards added roster AllStar Futures Game joins Brujan Baz Edwards replaces Jake Burger called WhiteSox
0,👀 #Mets #LGM,Mets LGM
0,"Our #Rays pregame blog is updated with lineups and transactions.  We're on the air at 11:30.  We'll also have audio from Vidal Brujan, Manuel Margot and Michael Wacha:  https://t.co/mz0uZnQUjF",Our Rays pregame blog updated lineups transactions Were air Well also audio Vidal Brujan Manuel Margot Michael Wacha httpstcomzuZnQUjF
0,@mcauz56 Mistakes are being made left and right,mcauz Mistakes made left right
0,"Blue Jays GM Ross Atkins watched Alek Manoah pitch live last week. He says the 23-year-old prospect is “exceptionally encouraging.”  Asked if Manoah’s positioning himself for an MLB promotion, Atkins: “He’s making that very much something that we’re discussing and talking about.”",Blue Jays GM Ross Atkins watched Alek Manoah pitch live last week He says yearold prospect exceptionally encouraging Asked Manoah positioning MLB promotion Atkins He making much something discussing talking
0,Tonight's final from Brooklyn. Back at it again tomorrow!  https://t.co/mZlcTRvU39,Tonights final Brooklyn Back tomorrow httpstcomZlcTRvU
0,"@AndrewEdgerley He is going to be evaluated tomorrow in MMP, then they will decide",AndrewEdgerley He going evaluated tomorrow MMP decide
0,"""I don't think he has that chip on his shoulder anymore...maybe he'll look at the top 50 players that TSN put out and take a little bit of an insult to that"" - @DougBrown97   Is Zach Collaros still ZACH COLLAROS without a chip on his shoulder? ⬇️👀  https://t.co/pzbgUUycRY",I think chip shoulder anymoremaybe look top players TSN put take little bit insult DougBrown Is Zach Collaros still ZACH COLLAROS without chip shoulder httpstcopzbgUUycRY
0,Red Sox reportedly attending workout for Cole Hamels  https://t.co/x7j1LY5tv8  https://t.co/5w7efCHxe9,Red Sox reportedly attending workout Cole Hamels httpstcoxjLYtv httpstcowefCHxe
0,Astros lineup  https://t.co/0HbwsW0JPA,Astros lineup httpstcoHbwsWJPA
0,@stepan_v No,stepanv No
0,@_SRG24_ He doesn't have a minor league option so it behooves the Cubs to take as much time on rehab assignments as possible,SRG He minor league option behooves Cubs take much time rehab assignments possible
0,"Báez has been working out at 2B, and the Mets aren’t really thinking of using him at 3B. Jeff McNeil could see some time at 3B and in the corner OF once Lindor and Báez are both back.",Báez working B Mets really thinking using B Jeff McNeil could see time B corner OF Lindor Báez back
0,#Lions have signed free agent K Zane Gonzalez and waived K Matthew Wright.,Lions signed free agent K Zane Gonzalez waived K Matthew Wright
0,JB Wendelken has the 10th for the A's.,JB Wendelken th As
0,JUST IN: The Minnesota Vikings have signed QB Sean Mannion to their practice squad.  https://t.co/LD9zPacLev,JUST IN The Minnesota Vikings signed QB Sean Mannion practice squad httpstcoLDzPacLev
0,@andrewtaverna @EvanMarinofsky @ConorRyan_93 I say they are done with him UNLESS someone sucks or is injured.,andrewtaverna EvanMarinofsky ConorRyan I say done UNLESS someone sucks injured
0,Corey Seager won’t be back until after All-Star break  https://t.co/e2XX7weA80,Corey Seager back AllStar break httpstcoeXXweA
0,"Quite a line for Blake Snell, who threw more balls than strikes over four innings, yet didn't allow a run. His day is over. Jorge Mateo pinch-hits.",Quite line Blake Snell threw balls strikes four innings yet allow run His day Jorge Mateo pinchhits
0,"Taijuan Walker will be in the All-Star Game, says Luis Rojas.",Taijuan Walker AllStar Game says Luis Rojas
0,Going streaking. #RattleOn  https://t.co/94628jo5Dd,Going streaking RattleOn httpstcojoDd
0,If an unvaccinated player tests positive the game should be forfeited. It's their right to get the vaccine but they're putting others at risk and the team should be penalized for employing them,If unvaccinated player tests positive game forfeited Its right get vaccine putting others risk team penalized employing
0,@NjTank99 Sounds like Todd Frazier.,NjTank Sounds like Todd Frazier
0,"@DanClarkSports Kayne is overrated, period.",DanClarkSports Kayne overrated period
0,"Myles Straw in center. Bradley Zimmer, Oscar Mercado, Harold Ramirez and an options issue. Josh Naylor’s uncertain timeline. A Rule 5 roster crunch.   On the outlook of the outfield moving forward —   https://t.co/hph1y3uo6A",Myles Straw center Bradley Zimmer Oscar Mercado Harold Ramirez options issue Josh Naylor uncertain timeline A Rule roster crunch On outlook outfield moving forward httpstcohphyuoA
0,Acosta’s played a hell of a match. What a ball that was.,Acosta played hell match What ball
0,@WalkingTank77 @MySmithsGrocery They can't be near players due to COVID rules so they can't go  over the mound,WalkingTank MySmithsGrocery They near players due COVID rules go mound
0,Nationals announce they’ve signed four draft picks:  3rd Round – 1B Branden Boissiere 4th Round – LHP Dustin Saenz 6th Round – LHP Michael Kirian 9th Round – RHP Cole Quintanilla,Nationals announce signed four draft picks rd Round B Branden Boissiere th Round LHP Dustin Saenz th Round LHP Michael Kirian th Round RHP Cole Quintanilla
0,Probably prioritizing having another arm available as opposed to having an extra bench player.,Probably prioritizing another arm available opposed extra bench player
0,Cubs cornering the market on Wi(e)cks,Cubs cornering market Wiecks
0,That's also it for Arrieta. Thompson coming into the game with 2 outs in the 2nd inning.,Thats also Arrieta Thompson coming game outs nd inning
0,Smooth stroke from the second rounder. #WhiteSox,Smooth stroke second rounder WhiteSox
0,@bryand85 I’d say by aug. 1,bryand I say aug
0,#MNTwins pitchers at Detroit:  Friday  Game 1 — TBA Game 2 — Maeda  Saturday  Ober  Sunday Happ,MNTwins pitchers Detroit Friday Game TBA Game Maeda Saturday Ober Sunday Happ
0,He clearly should be on the team but in this short offseason it’s better for Trae to kick his feet up for a minute.,He clearly team short offseason better Trae kick feet minute
0,"It also continues to be Edwin Díaz (Yennsy too), Tomás Nido, and Francisco Lindor (not Frankie).",It also continues Edwin Díaz Yennsy Tomás Nido Francisco Lindor Frankie
0,@MeaglePant Shouldn’t *,MeaglePant Shouldn
0,Danny Santana to LF in the bottom of the 3rd. Marwin Gonzalez is out of the game. #RedSox,Danny Santana LF bottom rd Marwin Gonzalez game RedSox
0,Maybe they should contract the Phillies.,Maybe contract Phillies
0,Blake Snell is fully vaccinated and has tested negative for Covid.,Blake Snell fully vaccinated tested negative Covid
0,"José Ramírez finds the bullpen on a 2-2 slider from Lewis Thorpe. #Guardians lead the #MNTwins 1-0, T1, 2 outs.",José Ramírez finds bullpen slider Lewis Thorpe Guardians lead MNTwins T outs
0,"June 22, 2021 Giants at Angels lineup:  Austin Slater LF Mike Yastrzemski RF Darin Ruf DH Buster Posey C Brandon Belt 1B Wilmer Flores 3B Brandon Crawford SS Donovan Solano 2B Mauricio Dubón CF Anthony DeSclafani SP",June Giants Angels lineup Austin Slater LF Mike Yastrzemski RF Darin Ruf DH Buster Posey C Brandon Belt B Wilmer Flores B Brandon Crawford SS Donovan Solano B Mauricio Dubón CF Anthony DeSclafani SP
0,NYCFC Head Coach Ronny Deila discusses rotating his squad amidst the absences of James Sands and Sean Johnson.  #NYCFConYES  https://t.co/WRfta3eMNs,NYCFC Head Coach Ronny Deila discusses rotating squad amidst absences James Sands Sean Johnson NYCFConYES httpstcoWRftaeMNs
0,Updated #Buffalo #TrafficAlert - earlier injury accident in town on Broadway at Jefferson Ave has been cleared - traffic back to normal there,Updated Buffalo TrafficAlert earlier injury accident town Broadway Jefferson Ave cleared traffic back normal
0,@SMGxPrincessirl Ooh Nice.,SMGxPrincessirl Ooh Nice
0,José Martínez went 0-for-2 with a strikeout and played three innings in right field for the St. Lucie Mets in his first rehab game.   Photos by @ed880  https://t.co/6sR98ERby1,José Martínez went strikeout played three innings right field St Lucie Mets first rehab game Photos ed httpstcosRERby
0,We say it 20 times per game.,We say times per game
0,De Jong vs. deGrom would have been simply too Dutch,De Jong vs deGrom would simply Dutch
0,The Steelers have no major injuries at all right now and I like what I saw from the starters on offense let’s just play the backups the rest of the preseason 😂,The Steelers major injuries right I like I saw starters offense let play backups rest preseason
0,"Servais also said Shed Long is not injured but was instead replaced due to not ""busting it out of the box'' on his grounder in the fifth. Said ""we have a standard --- we are going to run hard all the time.'' Felt Long didn't do that there.",Servais also said Shed Long injured instead replaced due busting box grounder fifth Said standard going run hard time Felt Long
0,Chris Ellis will start tonight's game for #Orioles. I think Ohtani will oppose him.,Chris Ellis start tonights game Orioles I think Ohtani oppose
0,"In pre-game introductions, warm response for the return of Alex Cora.",In pregame introductions warm response return Alex Cora
0,Ontario's CMOH says the province doesn't know how many education workers are unvaccinated. He says the province is relying on surveys to determine vaccine coverage.   #onpoli,Ontarios CMOH says province know many education workers unvaccinated He says province relying surveys determine vaccine coverage onpoli
0,"@Thekid85718543 He didn't say if it was serious or not. He said ""could.""",Thekid He say serious He said could
0,#Yankees Lineup 08/31/21  1. DJ LeMahieu 2B 2. Anthony Rizzo 1B 3. Aaron Judge RF 4. Giancarlo Stanton DH 5. Joey Gallo LF 6. Gio Urshela SS 7. Rougned Odor 3B 8. Gary Sanchez C 9. Brett Gardner CF  Starting Pitcher : Jameson Taillon,Yankees Lineup DJ LeMahieu B Anthony Rizzo B Aaron Judge RF Giancarlo Stanton DH Joey Gallo LF Gio Urshela SS Rougned Odor B Gary Sanchez C Brett Gardner CF Starting Pitcher Jameson Taillon
0,Gio for 👌  https://t.co/lXwTy7UgKk,Gio httpstcolXwTyUgKk
0,.@AmyDashTV joined The Drive to discuss how she sees the Frank Clark situation playing out:  https://t.co/BRPZSc7lFP,AmyDashTV joined The Drive discuss sees Frank Clark situation playing httpstcoBRPZSclFP
0,@Suns Optimistic expecting a 3-hour game. 😉,Suns Optimistic expecting hour game
0,#Astros Lineup 08/07/21  1. Jose Altuve 2B 2. Michael Brantley LF 3. Carlos Correa SS 4. Yordan Alvarez DH 5. Kyle Tucker RF 6. Aledmys Diaz 3B 7. Chas McCormick CF 8. Jason Castro C 9. Taylor Jones 1B  Starting Pitcher : Luis Garcia,Astros Lineup Jose Altuve B Michael Brantley LF Carlos Correa SS Yordan Alvarez DH Kyle Tucker RF Aledmys Diaz B Chas McCormick CF Jason Castro C Taylor Jones B Starting Pitcher Luis Garcia
0,"Well, that explains Tom Goodwin's absence.   Will Venable positive. Jarren Duran and J.D. Martinez isolating at the team hotel awaiting their results. #RedSox",Well explains Tom Goodwins absence Will Venable positive Jarren Duran JD Martinez isolating team hotel awaiting results RedSox
0,He will remain with the organization in Triple-A OKC.,He remain organization TripleA OKC
0,Official from MLB: Yadier Molina has been named to his tenth All-Star Game. #stlcards,Official MLB Yadier Molina named tenth AllStar Game stlcards
0,Blake Snell has been scratched from his scheduled start tonight.  Craig Stammen will start.,Blake Snell scratched scheduled start tonight Craig Stammen start
0,@MLB I don't see the Yankees listed anywhere. Surely I must just be missing them because I was told all offseason that they were a serious contender?,MLB I see Yankees listed anywhere Surely I must missing I told offseason serious contender
0,@apb17762 The timing likely was impacted by the late roster move.,apb The timing likely impacted late roster move
0,@AdamStilley Not in minors,AdamStilley Not minors
0,"Maybe the Astros will fix the bullpen in the off-season. It’s only been an issue going into the off-season last year, and the year before that, and the one before that. Hell even in 2017 it was an issue. Starters closing out games on short rest isn’t a sign of a strong pen.",Maybe Astros fix bullpen offseason It issue going offseason last year year one Hell even issue Starters closing games short rest sign strong pen
0,Tough road. Good luck getting healthy,Tough road Good luck getting healthy
0,"Per @jeffzrebiec , QB Trace McSorley indeed returning to #Ravens via practice squad",Per jeffzrebiec QB Trace McSorley indeed returning Ravens via practice squad
0,"The Diamondbacks have recalled outfielder Stuard Fairchild from Triple-A and activated right-hander Jordan Weems, who was claimed off waivers yesterday. Outfielder Nick Heath was optioned.",The Diamondbacks recalled outfielder Stuard Fairchild TripleA activated righthander Jordan Weems claimed waivers yesterday Outfielder Nick Heath optioned
0,".@Mets prospect, Jose Butto with a solid outing for the @BKCyclones. 💪  https://t.co/BkZBHorSxu",Mets prospect Jose Butto solid outing BKCyclones httpstcoBkZBHorSxu
0,Patrick Wisdom is in left field for the Cubs tonight. It’s his first career appearance there. His only outfield experience at all in the big leagues? He got seven innings in right in a start earlier this season.  Bryant’s in right tonight. Outfield D optional?,Patrick Wisdom left field Cubs tonight It first career appearance His outfield experience big leagues He got seven innings right start earlier season Bryant right tonight Outfield D optional
0,#OldFriend alert:,OldFriend alert
0,I’m right here Corinna!,I right Corinna
0,Or maybe he dropped a hand weight on his toe!,Or maybe dropped hand weight toe
0,Joe Jiménez is coming in,Joe Jiménez coming
0,The Sixers have released their schedule!!,The Sixers released schedule
0,It's Dave Jauss next @mullyhaugh    https://t.co/SUrgd6d6uu,Its Dave Jauss next mullyhaugh httpstcoSUrgdduu
0,Live!,Live
0,#Badgers practice closed to media today and Sunday. But here is a story on several players explaining why they decided to get vaccinated against COVID. Lots of frank comments.  https://t.co/zv8HgfcnHt,Badgers practice closed media today Sunday But story several players explaining decided get vaccinated COVID Lots frank comments httpstcozvHgfcnHt
0,"Today's Yankees lineup unchanged from last night's rainout... 1. LeMahieu, 2B 2. Judge, RF 3. Sanchez, C 4. Stanton, DH 5. Voit, 1B 6. Torres, SS 7. Urshela, 3B 8. Andujar, LF 9. Gardner, CF SP: Montgomery, LHP",Todays Yankees lineup unchanged last nights rainout LeMahieu B Judge RF Sanchez C Stanton DH Voit B Torres SS Urshela B Andujar LF Gardner CF SP Montgomery LHP
0,Jack Flaherty is getting rocked. He just gave up back-to-back homers.  He's throwing fastballs under 90 mph. And out comes a trainer.,Jack Flaherty getting rocked He gave backtoback homers Hes throwing fastballs mph And comes trainer
0,@gabagoolios .248/.329/.430 from June 1 (not including today). A 109 wRC+.,gabagoolios June including today A wRC
0,"Mookie Betts said he’s had “some nagging things” bugging him over the first half and wants to take the week off. Said the break will “definitely help me to help us.""",Mookie Betts said nagging things bugging first half wants take week Said break definitely help help us
0,"So, yeah, probably mark that down in list of traits that tilt towards @Isiahkf11 being capable of having a real role on the next contending version of the Rangers",So yeah probably mark list traits tilt towards Isiahkf capable real role next contending version Rangers
0,What a night for Yasmani Grandal. 8 RBI!  #WhiteSox,What night Yasmani Grandal RBI WhiteSox
0,"Arians said if anything, TS Fred could force Saturday’s game to be moved up a few hours. Game would not change days, he said. Still waiting to hear from league on that. #Bucs",Arians said anything TS Fred could force Saturday game moved hours Game would change days said Still waiting hear league Bucs
0,@RumblePoniesBB Oops…  https://t.co/GlktwuoYh4,RumblePoniesBB httpstcoGlktwuoYh
0,Transactions: 3B Will Toffey: AAA-active RHP Norwith Gudiño: AA -&gt; AAA SS Will Wilson: A+ -&gt; AA OF Diego Rincones: A+ -&gt; AA INF Nolan Dempsey: ACL -&gt; A+ INF/OF Tyler Wyatt: ACL -&gt; A RHP Abel Adames: ACL -&gt; A 1B Garrett Frechette: A -&gt; ACL RHP Lisander De La Cruz: ACL-active,Transactions B Will Toffey AAAactive RHP Norwith Gudiño AA gt AAA SS Will Wilson A gt AA OF Diego Rincones A gt AA INF Nolan Dempsey ACL gt A INFOF Tyler Wyatt ACL gt A RHP Abel Adames ACL gt A B Garrett Frechette A gt ACL RHP Lisander De La Cruz ACLactive
0,Joe Kelly remains a legend  https://t.co/MkRHurf14C,Joe Kelly remains legend httpstcoMkRHurfC
0,@Naked_Boy27 @barstoolsports  https://t.co/8hOyoG9p51,NakedBoy barstoolsports httpstcohOyoGp
0,From a few weeks ago...  https://t.co/lil2n2yhmz,From weeks ago httpstcolilnyhmz
0,Gallen is coming out of the game.,Gallen coming game
0,Longtime pro sports writer and Braves superfan @bud006 getting you ready for Opening Day (don't miss it) ...,Longtime pro sports writer Braves superfan bud getting ready Opening Day miss
0,@PhoenixWarbird Hopefully sooner rather than later KB👍,PhoenixWarbird Hopefully sooner rather later
0,"Costly error, homers hurt Aaron Nola in loss to Yankees   https://t.co/rQq44Dn24n  [@TyDaubert]",Costly error homers hurt Aaron Nola loss Yankees httpstcorQqDnn TyDaubert
0,"When asked about Andrew Stevenson earlier, Dave Martinez said he wants to keep getting him four ABs a game in Rochester. Interested to see what the Nationals will do post-All Star break. I'd think there's a solid chance Stevenson comes back and Yadiel Hernandez is optioned.",When asked Andrew Stevenson earlier Dave Martinez said wants keep getting four ABs game Rochester Interested see Nationals postAll Star break I would think solid chance Stevenson comes back Yadiel Hernandez optioned
0,Hinch said Boyd is ‘penciled in’ to start at Comerica Park Sunday. Haase expected back Friday.,Hinch said Boyd penciled start Comerica Park Sunday Haase expected back Friday
0,199 cases of #COVID19 in Dallas ISD.  https://t.co/VwktSd2AVN,cases COVID Dallas ISD httpstcoVwktSdAVN
0,"The Atlantic League/MLB grand experiment hasn't affected the game, yet:  https://t.co/SKn3DMzVjH | @jlauterbach1  https://t.co/gnTbwgfrHL",The Atlantic LeagueMLB grand experiment affected game yet httpstcoSKnDMzVjH jlauterbach httpstcognTbwgfrHL
0,"Cora said it's just an off day for Bogaerts.  'He texted me this morning and said, 'I could use one today.'' #RedSox",Cora said day Bogaerts He texted morning said I could use one today RedSox
0,"Some Giants notes. Brandon Belt is starting baseball activities; Thairo Estrada, left fielder.   https://t.co/MPIGbLDurM",Some Giants notes Brandon Belt starting baseball activities Thairo Estrada left fielder httpstcoMPIGbLDurM
