,P0,P1
286,4.9765625,-5.28125
287,4.86328125,-5.1875
288,4.94140625,-5.3046875
289,5.0546875,-5.38671875
290,-3.90234375,3.89453125
291,4.77734375,-5.09765625
292,4.90234375,-5.23046875
293,5.0390625,-5.328125
294,3.12890625,-3.4453125
295,4.9921875,-5.2734375
296,4.984375,-5.33984375
297,4.87109375,-5.12109375
298,4.9140625,-5.2421875
299,4.40625,-4.7578125
300,4.81640625,-5.16015625
301,5.0078125,-5.328125
302,5.0546875,-5.3515625
303,5.01171875,-5.30859375
304,5.046875,-5.296875
305,5.01953125,-5.30859375
306,-3.794921875,3.787109375
307,4.9921875,-5.27734375
308,5.0390625,-5.359375
309,2.236328125,-2.578125
310,4.984375,-5.27734375
311,4.65625,-4.91015625
312,4.734375,-4.8984375
313,5.02734375,-5.3515625
314,4.828125,-5.23828125
315,5.09375,-5.40625
316,4.4921875,-4.7109375
317,-3.94921875,3.94140625
318,4.921875,-5.22265625
319,4.91015625,-5.30859375
320,5.01953125,-5.36328125
321,4.87890625,-5.30078125
322,5.06640625,-5.3125
323,4.90234375,-5.21875
324,5.07421875,-5.34375
325,5.02734375,-5.36328125
326,5.00390625,-5.3359375
327,4.98046875,-5.21484375
328,5.04296875,-5.29296875
329,4.9453125,-5.23046875
330,5.0546875,-5.34375
331,4.9609375,-5.29296875
332,5.05859375,-5.328125
333,-3.890625,3.8828125
334,4.9296875,-5.1796875
335,5.0625,-5.35546875
336,5.0859375,-5.3671875
337,4.65234375,-5.03125
338,5.015625,-5.328125
339,4.80859375,-5.1875
340,-3.7890625,3.83984375
341,3.80078125,-4.1640625
342,4.68359375,-4.93359375
343,4.37109375,-4.66796875
344,5.0078125,-5.3203125
345,-1.6181640625,1.7392578125
346,5.0078125,-5.36328125
347,4.91015625,-5.24609375
348,4.55859375,-4.8671875
349,4.91015625,-5.19921875
350,4.921875,-5.23828125
351,-3.92578125,3.919921875
352,5.0703125,-5.38671875
353,5.0859375,-5.34765625
354,4.6953125,-5.015625
355,-3.966796875,3.935546875
356,4.7578125,-5.05078125
357,-3.98046875,3.91796875
358,5.05078125,-5.265625
359,5.0390625,-5.29296875
360,4.10546875,-4.44140625
361,4.2265625,-4.59375
362,5.0390625,-5.40625
363,4.71484375,-5.0546875
364,4.9765625,-5.28125
365,4.9296875,-5.2734375
366,4.93359375,-5.28125
367,4.9921875,-5.2421875
368,5.05859375,-5.3515625
369,4.98828125,-5.28125
370,4.98046875,-5.28125
371,4.9609375,-5.19921875
372,5.0390625,-5.28515625
373,4.953125,-5.171875
374,4.9453125,-5.32421875
375,4.921875,-5.296875
376,4.77734375,-5.05859375
377,5.01953125,-5.2109375
378,4.953125,-5.328125
379,4.30859375,-4.55859375
380,5.0546875,-5.33984375
381,3.642578125,-4.0234375
382,4.69921875,-4.9375
383,5.0546875,-5.28515625
384,4.95703125,-5.09765625
385,5.05078125,-5.296875
386,5.0,-5.3046875
387,4.828125,-5.24609375
388,5.0625,-5.3515625
389,5.015625,-5.26171875
390,4.59765625,-4.9765625
391,4.9296875,-5.25
392,4.98828125,-5.3515625
393,4.74609375,-5.02734375
394,4.95703125,-5.2734375
395,4.9921875,-5.2734375
396,5.05078125,-5.34765625
397,4.2265625,-4.59375
398,4.96484375,-5.28515625
399,5.05859375,-5.26171875
400,4.7421875,-5.015625
401,2.021484375,-2.361328125
402,5.00390625,-5.31640625
403,5.01953125,-5.25
404,5.046875,-5.375
405,4.703125,-4.97265625
406,4.546875,-4.890625
407,-3.2890625,3.3203125
408,5.078125,-5.34375
409,4.234375,-4.65234375
410,5.0234375,-5.36328125
411,4.98828125,-5.3046875
412,3.466796875,-3.716796875
413,4.99609375,-5.30859375
414,5.046875,-5.36328125
415,-2.95703125,2.974609375
416,5.07421875,-5.41015625
417,5.0078125,-5.23046875
418,4.9453125,-5.171875
419,5.05859375,-5.34765625
420,4.5546875,-5.0234375
421,4.90234375,-5.109375
422,4.8046875,-5.21484375
423,5.02734375,-5.2890625
424,4.703125,-5.046875
425,4.9375,-5.24609375
426,4.921875,-5.2421875
427,5.0078125,-5.234375
428,3.86328125,-4.1015625
429,4.66015625,-4.96875
430,4.765625,-5.15234375
431,-2.283203125,2.279296875
432,4.9921875,-5.27734375
433,4.91015625,-5.23046875
434,4.953125,-5.25390625
435,5.0,-5.30859375
436,-3.935546875,3.919921875
437,4.92578125,-5.2578125
438,5.05859375,-5.359375
439,4.12890625,-4.6015625
440,4.296875,-4.73828125
441,-3.931640625,3.912109375
442,5.0390625,-5.3671875
443,4.94921875,-5.23828125
444,5.03125,-5.29296875
445,2.5703125,-2.955078125
446,-3.837890625,3.802734375
447,5.0859375,-5.3671875
448,4.96484375,-5.328125
449,5.08984375,-5.40234375
450,5.01171875,-5.296875
451,4.34375,-4.6875
452,4.92578125,-5.2578125
453,4.953125,-5.296875
454,5.01953125,-5.296875
455,5.05078125,-5.3046875
456,3.740234375,-4.06640625
457,-3.486328125,3.525390625
458,4.9765625,-5.2421875
459,4.8359375,-5.18359375
460,4.75,-5.19140625
461,-3.423828125,3.46484375
462,5.05859375,-5.359375
463,2.041015625,-2.4140625
464,5.046875,-5.359375
465,4.96484375,-5.30078125
466,4.984375,-5.234375
467,4.90625,-5.21484375
468,5.01171875,-5.36328125
469,-3.662109375,3.666015625
470,5.0703125,-5.34765625
471,4.8828125,-5.15234375
472,4.94921875,-5.2890625
473,5.1015625,-5.36328125
474,4.95703125,-5.26953125
475,5.0,-5.21875
476,4.8984375,-5.22265625
477,4.95703125,-5.30859375
478,-3.84375,3.828125
479,5.03125,-5.328125
480,4.96484375,-5.19921875
481,4.94921875,-5.19140625
482,5.0234375,-5.37109375
483,4.91796875,-5.265625
484,4.98046875,-5.32421875
485,5.0390625,-5.359375
486,4.796875,-5.1484375
487,4.90234375,-5.1953125
488,4.96875,-5.31640625
489,4.79296875,-5.0390625
490,5.0390625,-5.359375
491,-3.974609375,3.93359375
492,4.92578125,-5.234375
493,4.9453125,-5.265625
494,5.0703125,-5.3359375
495,4.9765625,-5.3046875
496,5.0,-5.2265625
497,5.0,-5.265625
498,5.03125,-5.3203125
499,5.046875,-5.390625
500,5.0,-5.36328125
501,4.984375,-5.2578125
502,-3.7421875,3.76171875
503,5.078125,-5.359375
504,4.984375,-5.328125
505,4.7890625,-5.078125
506,4.41015625,-4.8359375
507,5.05859375,-5.33203125
508,5.0390625,-5.3203125
509,4.97265625,-5.2578125
510,4.28515625,-4.69140625
511,5.04296875,-5.37890625
512,4.84375,-5.25390625
513,4.88671875,-5.234375
514,4.73046875,-5.09375
515,5.0546875,-5.328125
516,-2.806640625,2.89453125
517,4.94140625,-5.1953125
518,4.90234375,-5.19140625
519,4.515625,-4.890625
520,4.984375,-5.2890625
521,4.84765625,-5.14453125
522,4.51953125,-4.84765625
523,5.08203125,-5.34375
524,4.98828125,-5.2109375
525,4.76953125,-5.1953125
526,-3.98046875,3.94140625
527,5.0546875,-5.375
528,4.96875,-5.23046875
529,5.01171875,-5.3125
530,4.98046875,-5.3515625
531,3.9921875,-4.42578125
532,-3.974609375,3.9140625
533,4.9296875,-5.16796875
534,-3.97265625,3.92578125
535,5.03125,-5.27734375
536,4.9765625,-5.22265625
537,5.0625,-5.35546875
538,4.984375,-5.34765625
539,4.86328125,-5.0859375
540,5.0625,-5.375
541,5.0390625,-5.2734375
542,4.90234375,-5.1796875
543,2.021484375,-2.361328125
544,2.021484375,-2.361328125
545,2.353515625,-2.712890625
546,-3.6796875,3.673828125
547,5.046875,-5.30859375
548,5.06640625,-5.35546875
549,5.03125,-5.24609375
550,5.01953125,-5.33203125
551,5.01953125,-5.29296875
552,4.94921875,-5.13671875
553,5.00390625,-5.35546875
554,5.04296875,-5.28515625
555,4.96484375,-5.3203125
556,3.203125,-3.642578125
557,5.00390625,-5.2421875
558,-3.919921875,3.904296875
559,-2.22265625,2.3359375
560,4.77734375,-5.140625
561,4.2265625,-4.59375
562,4.875,-5.12890625
563,4.19921875,-4.70703125
564,2.232421875,-2.55859375
565,4.9375,-5.2578125
566,5.08984375,-5.3515625
567,4.98828125,-5.34765625
568,4.98046875,-5.26953125
569,5.01171875,-5.28125
570,4.9609375,-5.25390625
571,4.8828125,-5.11328125
572,4.96875,-5.28515625
573,4.8203125,-5.03125
574,4.65234375,-5.09765625
575,4.95703125,-5.1796875
576,5.046875,-5.32421875
577,-0.1461181640625,-0.029449462890625
578,5.03125,-5.23046875
579,4.91796875,-5.14453125
580,4.7265625,-4.9609375
581,5.0390625,-5.37890625
582,5.015625,-5.28515625
583,4.79296875,-5.0546875
584,4.9375,-5.2734375
585,5.05859375,-5.33203125
586,4.8515625,-5.203125
587,5.02734375,-5.296875
588,4.94921875,-5.3046875
589,5.0078125,-5.28515625
590,5.0078125,-5.34375
591,4.7890625,-5.140625
592,5.01953125,-5.30859375
593,-3.962890625,3.9296875
594,4.93359375,-5.17578125
595,4.875,-5.14453125
596,4.7890625,-5.22265625
597,2.021484375,-2.361328125
598,4.88671875,-5.19140625
599,4.94921875,-5.28125
600,4.7421875,-5.16015625
601,5.06640625,-5.33203125
602,4.8125,-5.16796875
603,5.015625,-5.3515625
604,4.96875,-5.3046875
605,5.0546875,-5.2578125
606,4.78125,-5.1015625
607,4.9765625,-5.34375
608,4.76953125,-5.12109375
609,4.7109375,-5.1015625
610,-3.95703125,3.94140625
611,5.08203125,-5.30859375
612,4.98828125,-5.3125
613,-3.91015625,3.8828125
614,2.96484375,-3.134765625
615,3.05859375,-3.390625
616,5.0234375,-5.29296875
617,4.88671875,-5.33203125
618,4.96484375,-5.3828125
619,4.98828125,-5.32421875
620,4.94140625,-5.17578125
621,4.8828125,-5.1328125
622,4.38671875,-4.70703125
623,4.91796875,-5.3203125
624,5.0390625,-5.28515625
625,4.890625,-5.296875
626,4.9296875,-5.23828125
627,4.0,-4.46875
628,5.00390625,-5.34375
629,-2.00390625,2.068359375
630,5.0390625,-5.2734375
631,5.046875,-5.34765625
632,4.984375,-5.20703125
633,5.0546875,-5.30859375
634,5.03125,-5.22265625
635,5.03515625,-5.34765625
636,4.93359375,-5.2421875
637,5.015625,-5.24609375
638,5.0078125,-5.38671875
639,4.94140625,-5.23046875
640,4.94921875,-5.2421875
641,5.03125,-5.3203125
642,-3.6171875,3.630859375
643,4.79296875,-5.13671875
644,4.87109375,-5.0390625
645,5.046875,-5.359375
646,4.98828125,-5.3046875
647,4.52734375,-5.03125
648,4.9453125,-5.26953125
649,5.0625,-5.36328125
650,4.87890625,-5.1640625
651,5.0546875,-5.30078125
652,4.8515625,-5.25390625
653,4.96875,-5.26953125
654,4.97265625,-5.28125
655,4.99609375,-5.3046875
656,4.484375,-4.84765625
657,4.99609375,-5.28125
658,5.02734375,-5.3046875
659,4.9609375,-5.3125
660,5.0078125,-5.296875
661,5.0859375,-5.32421875
662,4.94921875,-5.27734375
663,-3.931640625,3.908203125
664,5.0,-5.296875
665,4.94140625,-5.14453125
666,4.80859375,-5.20703125
667,4.98828125,-5.25390625
668,-2.646484375,2.76953125
669,4.92578125,-5.1875
670,-3.947265625,3.916015625
671,5.03515625,-5.3515625
672,-3.92578125,3.919921875
673,4.96875,-5.2578125
674,4.94140625,-5.24609375
675,4.95703125,-5.26171875
676,5.0546875,-5.359375
677,4.99609375,-5.33203125
678,4.83984375,-5.15625
679,5.0546875,-5.30859375
680,4.12109375,-4.671875
681,4.93359375,-5.19921875
682,5.0078125,-5.33203125
683,4.98046875,-5.30078125
684,-3.96875,3.923828125
685,4.98828125,-5.265625
686,4.97265625,-5.3046875
687,4.89453125,-5.1484375
688,4.92578125,-5.203125
689,5.015625,-5.32421875
690,4.76953125,-5.0078125
691,4.98828125,-5.28515625
692,5.01171875,-5.23046875
693,4.984375,-5.26953125
694,5.0390625,-5.32421875
695,5.02734375,-5.27734375
696,4.8984375,-5.171875
697,5.01171875,-5.27734375
698,5.01953125,-5.328125
699,4.77734375,-5.11328125
700,4.9609375,-5.140625
701,4.9375,-5.18359375
702,4.99609375,-5.30078125
703,5.01171875,-5.30859375
704,-3.962890625,3.947265625
705,-3.953125,3.93359375
706,4.97265625,-5.265625
707,4.58203125,-4.9296875
708,2.6640625,-3.048828125
709,5.0,-5.25390625
710,4.6484375,-4.92578125
711,5.0,-5.328125
712,4.98046875,-5.3359375
713,-3.93359375,3.892578125
714,5.05859375,-5.3203125
715,5.01171875,-5.2734375
716,4.8828125,-5.125
717,5.07421875,-5.39453125
718,5.0546875,-5.37890625
719,4.90234375,-5.33203125
720,4.9296875,-5.23046875
721,4.98046875,-5.38671875
722,4.76953125,-5.0703125
723,5.0078125,-5.265625
724,5.0,-5.35546875
725,4.86328125,-5.16796875
726,4.74609375,-5.1484375
727,5.05859375,-5.28515625
728,5.08984375,-5.35546875
729,5.0234375,-5.37890625
730,4.89453125,-5.19140625
731,4.953125,-5.2734375
732,5.03515625,-5.33984375
733,5.01953125,-5.34765625
734,5.015625,-5.3125
735,4.890625,-5.22265625
736,4.98046875,-5.2109375
737,5.01171875,-5.24609375
738,4.94921875,-5.328125
739,4.66015625,-5.00390625
740,5.05078125,-5.27734375
741,3.013671875,-3.4296875
742,4.3828125,-4.75
743,4.9375,-5.15234375
744,5.0,-5.37109375
745,4.96484375,-5.2890625
746,4.4375,-4.828125
747,5.05859375,-5.3828125
748,4.9765625,-5.328125
749,4.9453125,-5.30859375
750,4.734375,-5.0859375
751,5.0078125,-5.18359375
752,4.9453125,-5.171875
753,4.91796875,-5.25390625
754,5.01953125,-5.33984375
755,-3.962890625,3.908203125
756,-3.96875,3.94921875
757,-2.7265625,2.77734375
758,4.73046875,-5.0703125
759,5.00390625,-5.3515625
760,4.86328125,-5.19921875
761,5.0,-5.375
762,4.9296875,-5.25390625
763,4.9609375,-5.32421875
764,5.0625,-5.34765625
765,4.97265625,-5.28125
766,4.97265625,-5.3359375
767,5.08203125,-5.36328125
768,5.0625,-5.3046875
769,-3.755859375,3.755859375
770,5.05078125,-5.3359375
771,5.0234375,-5.25
772,5.015625,-5.37109375
773,5.0859375,-5.34765625
774,4.97265625,-5.2265625
775,4.8359375,-5.05078125
776,5.078125,-5.29296875
777,5.04296875,-5.3515625
778,4.47265625,-4.81640625
779,4.99609375,-5.22265625
780,5.04296875,-5.30078125
781,4.9375,-5.26171875
782,4.75390625,-4.984375
783,4.72265625,-5.03125
784,5.0078125,-5.31640625
785,-3.955078125,3.892578125
786,4.9609375,-5.1875
787,4.80859375,-5.03515625
788,5.01171875,-5.31640625
789,4.91015625,-5.12890625
790,5.046875,-5.3203125
791,4.953125,-5.2265625
792,4.9921875,-5.22265625
793,4.4375,-4.5859375
794,4.95703125,-5.2421875
795,4.98828125,-5.22265625
796,4.84375,-5.2421875
797,5.01171875,-5.2890625
798,4.953125,-5.24609375
799,-3.93359375,3.927734375
800,4.7734375,-5.08203125
801,5.01953125,-5.28515625
802,4.765625,-5.10546875
803,4.69921875,-5.0859375
804,5.046875,-5.28125
805,4.9375,-5.27734375
806,4.8984375,-5.1484375
807,5.0546875,-5.359375
808,5.05859375,-5.3125
809,4.89453125,-5.125
810,4.95703125,-5.16796875
811,-3.65625,3.662109375
812,5.05859375,-5.3203125
813,4.8203125,-5.1484375
814,5.11328125,-5.375
815,5.06640625,-5.38671875
816,4.62890625,-5.08984375
817,4.99609375,-5.28125
818,4.66015625,-4.98046875
819,2.021484375,-2.361328125
820,4.921875,-5.1640625
821,2.6640625,-3.083984375
822,-3.900390625,3.8984375
823,5.08984375,-5.3671875
824,4.9921875,-5.35546875
825,4.9765625,-5.3203125
826,4.96484375,-5.2265625
827,5.0390625,-5.37109375
828,4.99609375,-5.25
829,4.93359375,-5.26171875
830,5.01171875,-5.33984375
831,4.82421875,-5.140625
832,4.6796875,-5.04296875
833,5.0859375,-5.40625
834,5.02734375,-5.31640625
835,-3.8671875,3.853515625
836,5.00390625,-5.3125
837,4.9375,-5.34765625
838,4.85546875,-5.0859375
839,5.015625,-5.30859375
840,4.96484375,-5.24609375
841,4.81640625,-5.2421875
842,5.02734375,-5.33984375
843,5.00390625,-5.2890625
844,5.0234375,-5.3046875
845,4.0703125,-4.4296875
846,4.9453125,-5.16015625
847,4.9921875,-5.35546875
848,5.0078125,-5.32421875
849,4.984375,-5.1640625
850,4.96875,-5.2421875
851,-3.947265625,3.923828125
852,4.98046875,-5.31640625
853,-3.955078125,3.916015625
854,-3.966796875,3.935546875
855,4.78125,-5.19921875
856,5.02734375,-5.32421875
857,5.02734375,-5.328125
858,4.8984375,-5.1953125
859,4.66796875,-5.01953125
860,4.96875,-5.32421875
861,3.93359375,-4.359375
862,2.103515625,-2.384765625
863,5.0625,-5.3125
864,5.05078125,-5.3203125
865,5.03125,-5.36328125
866,4.9140625,-5.26953125
867,4.80859375,-5.15234375
868,4.890625,-5.1328125
869,5.03515625,-5.375
870,-1.1865234375,1.2421875
871,4.984375,-5.25
872,4.98828125,-5.328125
873,5.0390625,-5.34375
874,-3.94921875,3.8984375
875,5.01953125,-5.36328125
876,4.9140625,-5.17578125
877,-3.69921875,3.732421875
878,5.05078125,-5.33984375
879,5.03515625,-5.32421875
880,4.9453125,-5.28125
881,5.0546875,-5.3671875
882,5.01171875,-5.296875
883,5.046875,-5.296875
884,5.0546875,-5.30859375
885,5.0,-5.28125
886,4.97265625,-5.3046875
887,4.9375,-5.15625
888,4.9375,-5.234375
889,5.04296875,-5.3125
890,5.0703125,-5.32421875
891,5.0546875,-5.37890625
892,-3.966796875,3.9375
893,4.75,-4.953125
894,4.98828125,-5.234375
895,-2.658203125,2.65234375
896,4.98828125,-5.26171875
897,5.01953125,-5.30078125
898,5.015625,-5.30078125
899,-3.36328125,3.376953125
900,5.0234375,-5.265625
901,-3.931640625,3.9140625
902,5.01953125,-5.3203125
903,5.09765625,-5.296875
904,4.96484375,-5.32421875
905,5.06640625,-5.296875
906,4.9921875,-5.20703125
907,5.015625,-5.34765625
908,5.0234375,-5.30859375
909,4.94921875,-5.1875
910,5.0390625,-5.34375
911,5.03515625,-5.390625
912,4.9765625,-5.31640625
913,5.00390625,-5.37109375
914,4.79296875,-5.1171875
915,-3.974609375,3.923828125
916,5.0234375,-5.3203125
917,5.0,-5.26953125
918,4.73828125,-5.08203125
919,5.0,-5.328125
920,5.01953125,-5.3515625
921,4.96484375,-5.2890625
922,4.609375,-4.9296875
923,5.02734375,-5.35546875
924,4.88671875,-5.265625
925,5.0234375,-5.26171875
926,5.05859375,-5.296875
927,-3.96875,3.919921875
928,4.93359375,-5.1875
929,4.9921875,-5.32421875
930,5.046875,-5.34375
931,5.01171875,-5.30859375
932,-3.978515625,3.93359375
933,4.97265625,-5.1875
934,-3.52734375,3.55859375
935,4.875,-5.140625
936,4.953125,-5.29296875
937,4.859375,-5.15625
938,-3.9765625,3.94140625
939,4.42578125,-4.69140625
940,4.9765625,-5.28125
941,5.06640625,-5.3359375
942,-3.9375,3.923828125
943,4.890625,-5.3203125
944,4.94140625,-5.21484375
945,4.9140625,-5.125
946,4.99609375,-5.35546875
947,4.80859375,-5.1640625
948,5.0625,-5.30078125
949,-3.9296875,3.90625
950,5.0546875,-5.40234375
951,5.08203125,-5.328125
952,4.609375,-5.0546875
953,4.96484375,-5.296875
954,5.03125,-5.3671875
955,5.05859375,-5.39453125
956,5.0625,-5.3828125
957,-3.94921875,3.921875
958,5.03515625,-5.4140625
959,5.0,-5.3359375
960,4.78125,-5.1640625
961,5.00390625,-5.3125
962,4.953125,-5.3359375
963,4.921875,-5.2734375
964,4.515625,-4.890625
