,P0,P1
152,3.466796875,-3.326171875
153,3.447265625,-3.32421875
154,3.46484375,-3.326171875
155,3.4609375,-3.326171875
156,3.462890625,-3.328125
157,-2.53125,2.765625
158,-2.529296875,2.765625
159,1.4169921875,-1.6904296875
160,3.458984375,-3.326171875
161,-2.529296875,2.765625
162,3.46484375,-3.326171875
163,-2.53125,2.765625
164,3.4609375,-3.328125
165,3.4609375,-3.326171875
166,3.46875,-3.326171875
167,3.46875,-3.326171875
168,3.4375,-3.32421875
169,3.4140625,-3.3203125
170,3.4609375,-3.326171875
171,3.4609375,-3.326171875
172,3.46484375,-3.326171875
173,-2.529296875,2.765625
174,-2.53125,2.765625
175,-2.53125,2.765625
176,3.4609375,-3.326171875
177,3.46875,-3.326171875
178,3.466796875,-3.326171875
179,3.4609375,-3.326171875
180,-2.5234375,2.748046875
181,3.462890625,-3.326171875
182,-2.53125,2.765625
183,3.45703125,-3.328125
184,3.466796875,-3.326171875
185,3.4609375,-3.326171875
186,-2.52734375,2.7578125
187,3.46875,-3.326171875
188,2.875,-2.970703125
189,3.466796875,-3.326171875
190,3.46484375,-3.326171875
191,3.435546875,-3.32421875
192,3.4609375,-3.328125
193,3.462890625,-3.326171875
194,2.71484375,-2.830078125
195,3.458984375,-3.326171875
196,3.46875,-3.326171875
197,3.458984375,-3.326171875
198,3.455078125,-3.328125
199,3.46484375,-3.328125
200,-2.53125,2.765625
201,3.4609375,-3.328125
202,3.4609375,-3.326171875
203,-2.53125,2.765625
204,3.455078125,-3.326171875
205,-2.53125,2.765625
206,3.455078125,-3.326171875
207,-2.529296875,2.765625
208,3.451171875,-3.326171875
209,-2.53125,2.765625
210,3.435546875,-3.32421875
211,3.46484375,-3.326171875
212,-2.53125,2.765625
213,3.46875,-3.326171875
214,3.46875,-3.326171875
215,3.462890625,-3.326171875
216,-2.53125,2.765625
217,3.458984375,-3.326171875
218,3.4609375,-3.328125
219,3.46484375,-3.326171875
220,-2.529296875,2.765625
221,3.466796875,-3.326171875
222,3.46484375,-3.326171875
223,3.435546875,-3.32421875
224,-2.53125,2.765625
225,3.466796875,-3.328125
226,3.46484375,-3.326171875
227,3.46875,-3.326171875
228,3.462890625,-3.328125
229,3.466796875,-3.328125
230,3.458984375,-3.328125
231,3.46484375,-3.326171875
232,3.46484375,-3.328125
233,3.46875,-3.326171875
234,3.46484375,-3.326171875
235,3.412109375,-3.318359375
236,3.458984375,-3.326171875
237,0.381591796875,-0.85888671875
238,-2.53125,2.765625
239,3.45703125,-3.328125
240,3.46484375,-3.326171875
241,3.462890625,-3.328125
242,3.46875,-3.326171875
243,-2.529296875,2.76171875
244,3.46484375,-3.328125
245,3.466796875,-3.326171875
246,3.4609375,-3.328125
247,-2.529296875,2.765625
248,-2.529296875,2.763671875
249,3.46875,-3.326171875
250,3.46484375,-3.328125
251,-2.53125,2.765625
252,-2.53125,2.765625
253,3.4453125,-3.32421875
254,3.388671875,-3.30859375
255,3.46484375,-3.326171875
256,3.451171875,-3.326171875
257,3.466796875,-3.326171875
258,3.45703125,-3.326171875
259,3.462890625,-3.326171875
260,3.455078125,-3.326171875
261,3.46484375,-3.328125
262,-2.53125,2.765625
263,3.44921875,-3.328125
264,3.458984375,-3.328125
265,3.466796875,-3.326171875
266,3.455078125,-3.326171875
267,3.46484375,-3.328125
268,3.4609375,-3.328125
269,3.462890625,-3.326171875
270,3.46484375,-3.326171875
271,3.4375,-3.32421875
272,3.46484375,-3.326171875
273,3.435546875,-3.322265625
274,3.388671875,-3.306640625
275,-2.529296875,2.759765625
276,3.458984375,-3.328125
277,-2.529296875,2.763671875
278,-2.53125,2.765625
279,3.462890625,-3.326171875
280,3.435546875,-3.322265625
281,3.46484375,-3.326171875
282,-2.529296875,2.765625
283,3.46484375,-3.328125
284,-2.53125,2.767578125
285,3.46484375,-3.326171875
286,-2.529296875,2.763671875
287,3.462890625,-3.326171875
288,3.46875,-3.326171875
289,3.4609375,-3.328125
290,3.4609375,-3.326171875
291,-2.53125,2.765625
292,3.462890625,-3.326171875
293,-2.53125,2.765625
294,-2.53125,2.765625
295,3.4609375,-3.328125
296,3.46484375,-3.326171875
297,3.462890625,-3.326171875
298,3.462890625,-3.326171875
299,-2.529296875,2.763671875
300,-2.529296875,2.763671875
301,-2.529296875,2.765625
302,3.462890625,-3.328125
303,3.447265625,-3.326171875
304,3.466796875,-3.326171875
305,3.458984375,-3.328125
306,-2.53125,2.765625
307,3.46484375,-3.328125
308,3.462890625,-3.326171875
309,3.435546875,-3.322265625
310,3.45703125,-3.326171875
311,3.466796875,-3.326171875
312,3.46875,-3.326171875
313,3.466796875,-3.326171875
314,3.46484375,-3.326171875
315,-2.53125,2.765625
316,3.46484375,-3.328125
317,3.46875,-3.328125
318,3.462890625,-3.326171875
319,3.462890625,-3.326171875
320,3.46875,-3.326171875
321,3.46875,-3.326171875
322,3.451171875,-3.326171875
323,3.0078125,-3.072265625
324,3.466796875,-3.326171875
325,3.4609375,-3.326171875
326,-2.53125,2.765625
327,3.462890625,-3.326171875
328,-2.529296875,2.765625
329,3.453125,-3.326171875
330,3.451171875,-3.326171875
331,3.45703125,-3.32421875
332,3.46875,-3.326171875
333,3.46484375,-3.328125
334,3.46875,-3.326171875
335,3.466796875,-3.326171875
336,3.466796875,-3.326171875
337,3.4609375,-3.328125
338,3.46875,-3.328125
339,3.466796875,-3.326171875
340,-2.53125,2.765625
341,-2.53125,2.765625
342,3.462890625,-3.328125
343,-2.53125,2.765625
344,-2.529296875,2.763671875
345,3.458984375,-3.328125
346,-2.53125,2.765625
347,3.44921875,-3.326171875
348,-2.53125,2.765625
349,3.451171875,-3.326171875
350,3.458984375,-3.326171875
351,3.4609375,-3.326171875
352,3.46484375,-3.328125
353,3.466796875,-3.328125
354,-2.5234375,2.7421875
355,3.462890625,-3.326171875
356,-2.53125,2.765625
357,3.4609375,-3.326171875
358,3.458984375,-3.326171875
359,3.462890625,-3.326171875
360,-2.529296875,2.763671875
361,3.46484375,-3.326171875
362,-2.529296875,2.765625
363,3.453125,-3.326171875
364,-2.529296875,2.763671875
365,3.423828125,-3.3203125
366,-2.529296875,2.763671875
367,3.470703125,-3.328125
368,-2.53125,2.765625
369,3.46484375,-3.328125
370,3.431640625,-3.3203125
371,3.46484375,-3.328125
372,-2.53125,2.765625
373,3.46484375,-3.326171875
374,-2.529296875,2.765625
375,3.45703125,-3.326171875
376,3.46875,-3.326171875
377,3.451171875,-3.326171875
378,3.46875,-3.326171875
379,-2.53125,2.765625
380,3.458984375,-3.326171875
381,3.466796875,-3.328125
382,3.4609375,-3.326171875
383,3.46484375,-3.328125
384,-2.53125,2.765625
385,-2.529296875,2.765625
386,3.45703125,-3.326171875
387,3.45703125,-3.328125
388,2.861328125,-2.958984375
389,3.4609375,-3.328125
390,3.46484375,-3.326171875
391,3.41796875,-3.322265625
392,3.4609375,-3.328125
393,3.408203125,-3.3125
394,2.564453125,-2.6953125
395,3.46484375,-3.326171875
396,-2.53125,2.765625
397,3.466796875,-3.328125
398,3.46484375,-3.326171875
399,-2.529296875,2.765625
400,3.376953125,-3.302734375
401,-2.53125,2.765625
402,3.462890625,-3.326171875
403,-2.529296875,2.763671875
404,3.46484375,-3.326171875
405,3.46484375,-3.326171875
406,-2.529296875,2.763671875
407,3.46484375,-3.328125
408,3.46484375,-3.326171875
409,3.466796875,-3.328125
410,-2.53125,2.765625
411,3.462890625,-3.328125
412,3.46484375,-3.326171875
413,2.49609375,-2.63671875
414,3.4609375,-3.326171875
415,-2.52734375,2.755859375
416,-2.529296875,2.76171875
417,2.515625,-2.658203125
418,3.46484375,-3.326171875
419,3.46875,-3.328125
420,-2.53125,2.765625
421,3.466796875,-3.326171875
422,3.462890625,-3.328125
423,3.4609375,-3.326171875
424,-2.53125,2.765625
425,3.466796875,-3.326171875
426,-2.53125,2.763671875
427,3.46484375,-3.326171875
428,3.44921875,-3.326171875
429,3.470703125,-3.326171875
430,3.462890625,-3.328125
431,3.462890625,-3.326171875
432,3.462890625,-3.326171875
433,-2.529296875,2.763671875
434,3.46484375,-3.326171875
435,3.46484375,-3.326171875
436,3.466796875,-3.326171875
437,3.466796875,-3.326171875
438,3.439453125,-3.32421875
439,3.462890625,-3.326171875
440,3.46484375,-3.328125
441,3.46484375,-3.326171875
442,3.46875,-3.326171875
443,3.458984375,-3.326171875
444,-2.51953125,2.72265625
445,-2.53125,2.765625
446,3.455078125,-3.326171875
447,3.46484375,-3.326171875
448,3.46484375,-3.326171875
449,-2.5234375,2.744140625
450,-2.51953125,2.72265625
451,3.46484375,-3.326171875
452,3.46484375,-3.326171875
453,3.46484375,-3.326171875
454,3.458984375,-3.326171875
455,3.458984375,-3.326171875
456,3.46484375,-3.326171875
457,3.458984375,-3.326171875
458,1.7666015625,-2.009765625
459,3.45703125,-3.328125
460,3.46875,-3.326171875
461,3.45703125,-3.326171875
462,3.4609375,-3.326171875
463,-2.53125,2.765625
464,2.2421875,-2.41796875
465,3.46484375,-3.326171875
466,3.462890625,-3.328125
467,-2.53125,2.765625
468,3.466796875,-3.326171875
469,3.46875,-3.328125
470,-2.53125,2.765625
471,-2.529296875,2.763671875
472,3.4609375,-3.328125
473,-2.53125,2.765625
474,3.4453125,-3.32421875
475,3.4609375,-3.328125
476,3.46484375,-3.326171875
477,3.466796875,-3.326171875
478,3.46875,-3.326171875
479,3.466796875,-3.328125
480,3.44921875,-3.326171875
481,-2.53125,2.765625
482,3.462890625,-3.326171875
483,3.470703125,-3.326171875
484,-2.53125,2.765625
485,3.46484375,-3.326171875
486,3.4609375,-3.326171875
487,-2.53125,2.765625
488,3.455078125,-3.328125
489,3.28125,-3.2578125
490,3.4609375,-3.326171875
491,3.46484375,-3.326171875
492,-2.53125,2.765625
493,3.44140625,-3.32421875
494,3.466796875,-3.326171875
495,3.46484375,-3.328125
496,3.447265625,-3.32421875
497,3.4609375,-3.326171875
498,-2.53125,2.765625
499,-2.53125,2.765625
500,3.46875,-3.326171875
501,-2.529296875,2.763671875
502,3.46484375,-3.326171875
503,3.447265625,-3.326171875
504,3.46875,-3.326171875
505,3.462890625,-3.326171875
506,-2.529296875,2.763671875
507,3.46484375,-3.328125
508,3.4609375,-3.328125
509,3.4296875,-3.32421875
510,3.4609375,-3.326171875
511,3.462890625,-3.328125
512,3.45703125,-3.326171875
513,3.46484375,-3.326171875
514,3.46875,-3.326171875
515,3.462890625,-3.328125
516,-2.529296875,2.765625
517,-2.53125,2.765625
518,-2.53125,2.765625
519,-2.53125,2.765625
520,3.4609375,-3.326171875
521,3.466796875,-3.326171875
522,3.45703125,-3.328125
523,3.458984375,-3.326171875
524,3.462890625,-3.326171875
525,3.4453125,-3.32421875
526,-2.529296875,2.765625
527,3.4609375,-3.326171875
528,3.46875,-3.326171875
529,3.453125,-3.326171875
530,-2.53125,2.765625
531,-2.53125,2.765625
532,-2.53125,2.765625
533,-2.529296875,2.765625
534,3.458984375,-3.326171875
535,-2.53125,2.765625
536,3.46484375,-3.326171875
537,-2.53125,2.765625
538,3.462890625,-3.328125
539,3.46875,-3.326171875
540,3.46484375,-3.326171875
541,-2.52734375,2.7578125
542,3.4609375,-3.328125
543,3.46484375,-3.328125
544,3.46484375,-3.326171875
545,3.46484375,-3.328125
546,3.46484375,-3.328125
547,3.462890625,-3.326171875
548,-2.529296875,2.765625
549,3.44921875,-3.326171875
550,3.462890625,-3.328125
551,3.462890625,-3.328125
552,3.46484375,-3.328125
553,3.462890625,-3.326171875
554,3.458984375,-3.326171875
555,3.458984375,-3.328125
556,3.466796875,-3.326171875
557,3.4609375,-3.326171875
558,3.46875,-3.328125
559,3.412109375,-3.3203125
560,3.4609375,-3.326171875
561,3.466796875,-3.326171875
562,-2.53125,2.765625
563,-2.53125,2.765625
564,3.458984375,-3.326171875
565,3.462890625,-3.328125
566,3.4609375,-3.328125
567,-2.53125,2.765625
568,3.462890625,-3.326171875
569,3.470703125,-3.328125
570,-2.525390625,2.748046875
571,-2.53125,2.765625
572,3.462890625,-3.328125
573,3.4609375,-3.326171875
574,3.451171875,-3.32421875
575,3.462890625,-3.326171875
576,3.46484375,-3.328125
577,-2.529296875,2.763671875
578,3.455078125,-3.326171875
579,-2.53125,2.765625
580,3.462890625,-3.326171875
581,3.455078125,-3.328125
582,3.466796875,-3.326171875
583,3.46875,-3.326171875
584,3.46484375,-3.328125
585,3.466796875,-3.328125
586,3.4609375,-3.326171875
587,-2.529296875,2.765625
588,-2.53125,2.765625
589,3.44921875,-3.326171875
590,3.462890625,-3.326171875
591,-0.451171875,0.01284027099609375
592,-0.8173828125,0.39453125
593,3.45703125,-3.326171875
594,-2.53125,2.765625
595,-2.52734375,2.7578125
596,3.466796875,-3.326171875
597,3.46875,-3.326171875
598,-2.529296875,2.763671875
599,-2.529296875,2.765625
600,3.466796875,-3.326171875
601,3.46875,-3.326171875
602,-2.529296875,2.765625
603,-2.529296875,2.765625
604,3.466796875,-3.326171875
605,3.46875,-3.326171875
606,3.462890625,-3.326171875
607,3.287109375,-3.259765625
608,3.458984375,-3.326171875
609,3.4609375,-3.326171875
610,3.4609375,-3.326171875
611,3.447265625,-3.326171875
612,3.466796875,-3.326171875
613,-2.53125,2.765625
614,3.462890625,-3.326171875
615,3.462890625,-3.326171875
616,3.46875,-3.326171875
617,3.4609375,-3.326171875
618,3.451171875,-3.326171875
619,3.46484375,-3.326171875
620,3.46875,-3.326171875
621,3.46484375,-3.328125
622,3.462890625,-3.326171875
623,3.46484375,-3.326171875
624,3.455078125,-3.326171875
625,3.447265625,-3.326171875
626,3.4609375,-3.326171875
627,3.462890625,-3.326171875
628,3.453125,-3.328125
629,3.466796875,-3.326171875
630,3.45703125,-3.326171875
631,-2.53125,2.765625
632,3.466796875,-3.326171875
633,-2.53125,2.765625
634,3.453125,-3.326171875
635,3.45703125,-3.326171875
636,3.462890625,-3.326171875
637,3.46484375,-3.326171875
638,3.46875,-3.328125
639,-1.0390625,0.64697265625
640,3.46875,-3.326171875
641,-2.53125,2.765625
642,3.462890625,-3.326171875
643,3.462890625,-3.326171875
644,3.4609375,-3.328125
645,-2.529296875,2.765625
646,3.466796875,-3.326171875
647,3.46875,-3.326171875
648,3.466796875,-3.328125
649,3.455078125,-3.326171875
650,3.466796875,-3.326171875
651,-2.529296875,2.763671875
652,3.46875,-3.328125
653,-2.53125,2.765625
654,-2.53125,2.765625
655,3.462890625,-3.328125
656,-2.53125,2.765625
657,3.462890625,-3.326171875
658,1.9091796875,-2.1328125
659,3.46484375,-3.326171875
660,-2.529296875,2.765625
661,-2.53125,2.765625
662,3.466796875,-3.328125
663,3.4609375,-3.326171875
664,-2.53125,2.765625
665,3.4453125,-3.326171875
666,-2.53125,2.765625
667,3.462890625,-3.326171875
668,3.46875,-3.328125
669,3.455078125,-3.328125
670,3.462890625,-3.326171875
671,3.46875,-3.328125
672,-2.529296875,2.763671875
673,3.4609375,-3.326171875
674,3.466796875,-3.326171875
675,-2.53125,2.765625
676,3.439453125,-3.32421875
677,3.458984375,-3.326171875
678,3.466796875,-3.326171875
679,3.4609375,-3.326171875
680,3.46875,-3.326171875
681,3.46484375,-3.326171875
682,3.46875,-3.326171875
683,3.458984375,-3.326171875
684,-2.53125,2.765625
685,3.46875,-3.326171875
686,3.4609375,-3.326171875
687,-2.529296875,2.763671875
688,3.45703125,-3.326171875
689,3.462890625,-3.326171875
690,3.453125,-3.328125
691,3.46484375,-3.328125
692,3.466796875,-3.326171875
693,3.462890625,-3.326171875
694,3.4609375,-3.326171875
695,3.451171875,-3.32421875
696,-2.529296875,2.765625
697,3.4453125,-3.32421875
698,3.466796875,-3.326171875
699,3.462890625,-3.326171875
700,-2.53125,2.765625
701,3.466796875,-3.328125
702,3.46484375,-3.326171875
703,3.462890625,-3.326171875
704,3.46484375,-3.326171875
705,-2.53125,2.765625
706,3.4609375,-3.328125
707,-2.529296875,2.765625
708,3.45703125,-3.328125
709,3.4609375,-3.328125
710,3.462890625,-3.326171875
711,3.4609375,-3.326171875
712,3.466796875,-3.328125
713,3.46484375,-3.328125
714,3.18359375,-3.205078125
715,3.46875,-3.326171875
716,-2.529296875,2.765625
717,3.470703125,-3.328125
718,3.466796875,-3.328125
719,3.462890625,-3.326171875
720,3.466796875,-3.328125
721,3.46875,-3.328125
722,-2.53125,2.765625
723,3.4609375,-3.326171875
724,3.462890625,-3.326171875
725,3.466796875,-3.326171875
726,3.443359375,-3.32421875
727,3.462890625,-3.326171875
728,3.431640625,-3.322265625
729,-2.53125,2.765625
730,3.466796875,-3.326171875
731,-2.53125,2.765625
732,-2.525390625,2.751953125
733,-2.53125,2.765625
734,3.462890625,-3.328125
735,-2.53125,2.765625
736,3.412109375,-3.314453125
737,-2.529296875,2.759765625
738,3.4609375,-3.326171875
739,-2.529296875,2.765625
740,3.46875,-3.326171875
741,3.4140625,-3.3203125
742,-2.529296875,2.763671875
743,-2.525390625,2.75390625
744,-2.529296875,2.763671875
745,3.46875,-3.326171875
746,-2.529296875,2.765625
747,3.4609375,-3.328125
748,-2.529296875,2.763671875
749,-2.53125,2.765625
750,2.943359375,-3.0234375
751,3.46484375,-3.326171875
752,3.46875,-3.326171875
753,3.46875,-3.326171875
754,3.462890625,-3.326171875
755,3.46484375,-3.326171875
756,-2.53125,2.765625
757,3.466796875,-3.326171875
758,-2.53125,2.765625
759,-2.53125,2.765625
760,3.462890625,-3.328125
761,3.46484375,-3.326171875
762,3.421875,-3.318359375
763,3.4609375,-3.326171875
764,3.45703125,-3.326171875
765,3.466796875,-3.326171875
766,-2.53125,2.765625
767,3.45703125,-3.32421875
768,3.46875,-3.328125
769,3.4609375,-3.328125
770,1.982421875,-2.193359375
771,3.46484375,-3.326171875
772,3.462890625,-3.326171875
773,3.458984375,-3.326171875
774,-2.53125,2.765625
775,3.458984375,-3.326171875
776,-2.53125,2.765625
777,3.46484375,-3.328125
778,3.46484375,-3.326171875
779,3.46484375,-3.328125
780,3.4609375,-3.326171875
781,3.4375,-3.32421875
782,3.466796875,-3.326171875
783,-2.53125,2.765625
784,3.4609375,-3.326171875
785,3.458984375,-3.328125
786,-2.529296875,2.763671875
787,3.462890625,-3.326171875
788,3.4609375,-3.328125
789,3.46484375,-3.328125
790,3.462890625,-3.326171875
791,3.462890625,-3.326171875
792,3.466796875,-3.328125
793,-2.53125,2.765625
794,3.142578125,-3.166015625
795,3.466796875,-3.328125
796,3.46484375,-3.326171875
797,3.466796875,-3.326171875
798,3.44921875,-3.326171875
799,3.462890625,-3.326171875
800,3.46484375,-3.328125
801,-2.529296875,2.765625
802,-2.529296875,2.76171875
803,3.455078125,-3.326171875
804,3.46875,-3.326171875
805,3.4609375,-3.328125
806,3.462890625,-3.326171875
807,3.466796875,-3.326171875
808,-2.525390625,2.75
809,3.46484375,-3.328125
810,3.4609375,-3.326171875
811,-2.53125,2.765625
812,3.455078125,-3.326171875
813,-2.53125,2.765625
814,3.46484375,-3.328125
815,-2.529296875,2.763671875
816,3.458984375,-3.326171875
817,3.466796875,-3.326171875
818,3.46875,-3.328125
819,-2.53125,2.765625
820,3.4375,-3.32421875
821,3.458984375,-3.326171875
822,3.4609375,-3.326171875
823,3.466796875,-3.326171875
824,3.337890625,-3.2890625
825,3.462890625,-3.326171875
826,3.4609375,-3.326171875
827,3.466796875,-3.326171875
828,3.466796875,-3.326171875
829,3.4609375,-3.326171875
830,3.45703125,-3.326171875
831,3.4609375,-3.326171875
832,3.466796875,-3.326171875
833,-2.53125,2.765625
834,3.45703125,-3.326171875
835,3.466796875,-3.328125
836,3.466796875,-3.326171875
837,3.458984375,-3.328125
838,3.423828125,-3.322265625
839,3.466796875,-3.326171875
840,3.462890625,-3.326171875
841,3.462890625,-3.326171875
842,3.466796875,-3.326171875
843,3.466796875,-3.326171875
844,3.46875,-3.326171875
845,3.470703125,-3.326171875
846,3.46484375,-3.326171875
847,3.458984375,-3.328125
848,3.466796875,-3.328125
849,-2.53125,2.765625
850,3.462890625,-3.326171875
851,3.41015625,-3.314453125
852,3.466796875,-3.328125
853,3.46484375,-3.326171875
854,3.46484375,-3.326171875
855,3.45703125,-3.326171875
856,3.224609375,-3.224609375
857,-2.525390625,2.75
858,3.46484375,-3.326171875
859,3.46875,-3.328125
860,3.466796875,-3.328125
861,3.4609375,-3.326171875
862,3.4609375,-3.326171875
863,3.46875,-3.326171875
864,3.46484375,-3.326171875
865,3.46484375,-3.326171875
866,3.466796875,-3.326171875
867,3.453125,-3.326171875
868,-2.529296875,2.765625
869,3.447265625,-3.32421875
870,3.46875,-3.326171875
871,3.46484375,-3.326171875
872,3.466796875,-3.326171875
873,3.46484375,-3.326171875
874,-2.53125,2.765625
875,3.462890625,-3.326171875
876,3.46484375,-3.326171875
877,3.4609375,-3.326171875
878,-2.529296875,2.76171875
879,3.45703125,-3.326171875
880,-2.529296875,2.763671875
881,3.4609375,-3.326171875
882,3.46875,-3.326171875
883,3.455078125,-3.328125
884,3.466796875,-3.326171875
885,3.458984375,-3.328125
886,3.4609375,-3.326171875
887,3.466796875,-3.326171875
888,-2.529296875,2.765625
889,3.4609375,-3.326171875
890,3.466796875,-3.326171875
891,3.4609375,-3.326171875
892,3.466796875,-3.326171875
893,-2.53125,2.765625
894,3.458984375,-3.326171875
895,3.466796875,-3.326171875
896,3.4609375,-3.326171875
897,3.4609375,-3.328125
898,3.46484375,-3.326171875
899,3.458984375,-3.328125
900,3.46484375,-3.326171875
901,3.42578125,-3.322265625
902,3.462890625,-3.328125
903,-2.529296875,2.763671875
904,3.46484375,-3.326171875
905,3.4609375,-3.326171875
906,-2.53125,2.765625
907,-2.53125,2.765625
908,3.466796875,-3.326171875
909,3.466796875,-3.326171875
910,3.462890625,-3.326171875
911,3.46484375,-3.326171875
912,3.462890625,-3.326171875
913,3.466796875,-3.328125
914,-2.53125,2.765625
915,1.65234375,-1.8974609375
916,3.46875,-3.326171875
917,3.46875,-3.326171875
918,-2.53125,2.765625
919,3.46484375,-3.32421875
920,-0.80078125,0.376953125
921,3.44921875,-3.32421875
922,3.46875,-3.326171875
923,-2.53125,2.765625
924,3.455078125,-3.326171875
925,-2.53125,2.765625
926,-2.53125,2.765625
927,3.458984375,-3.328125
928,3.4609375,-3.326171875
929,-2.53125,2.765625
930,3.4609375,-3.328125
931,-2.53125,2.765625
932,3.46484375,-3.326171875
933,3.4609375,-3.328125
934,-2.521484375,2.73828125
935,3.458984375,-3.326171875
936,3.380859375,-3.302734375
937,3.46875,-3.326171875
938,-2.53125,2.765625
939,-2.53125,2.765625
940,3.39453125,-3.31640625
941,-2.529296875,2.765625
942,3.466796875,-3.328125
943,3.46875,-3.328125
944,3.41796875,-3.322265625
945,3.466796875,-3.326171875
946,-2.53125,2.765625
947,3.46484375,-3.326171875
948,3.453125,-3.326171875
949,3.4609375,-3.326171875
950,3.431640625,-3.3203125
951,3.466796875,-3.326171875
952,3.466796875,-3.328125
953,3.46484375,-3.326171875
954,3.333984375,-3.28515625
955,3.466796875,-3.326171875
956,3.45703125,-3.328125
957,3.45703125,-3.328125
958,-2.53125,2.765625
959,3.458984375,-3.326171875
960,3.453125,-3.326171875
961,3.4609375,-3.326171875
962,3.46875,-3.326171875
963,3.466796875,-3.326171875
964,-2.53125,2.765625
965,3.466796875,-3.326171875
966,3.462890625,-3.326171875
967,3.462890625,-3.326171875
968,3.46484375,-3.328125
